SUBJECT,CATALOG_NBR,DESCR,COMPLETED HEADCOUNT,TOTAL HEADCOUNT,A_COUNT,B_COUNT,C_COUNT,D_COUNT,S_COUNT,P_COUNT,N_COUNT,F_COUNT,W_COUNT,GPA,PASS_RATE,W_PERCENT,A_PERCENT,B_PERCENT,C_PERCENT,D_PERCENT,F_PERCENT
CSCI,3081W,Program Design & Development,195,211,118,50,13,4,0,0,0,10,16,3.3435897435897437,0.8578199052132701,0.07582938388625593,0.6051282051282051,0.2564102564102564,0.06666666666666667,0.020512820512820513,0.05128205128205128
CSCI,3921W,Issues in Computing,43,43,10,25,5,0,2,0,0,1,0,3.048780487804878,0.9767441860465116,0.0,0.24390243902439024,0.6097560975609756,0.12195121951219512,0.0,0.024390243902439025
CSCI,4011,Form Lang & Autom.,117,120,60,49,7,0,0,0,0,1,3,3.427350427350427,0.9666666666666667,0.025,0.5128205128205128,0.4188034188034188,0.05982905982905983,0.0,0.008547008547008548
CSCI,4041,Algs. & Data Str.,379,384,334,29,11,2,2,0,0,1,5,3.8381962864721486,0.9791666666666666,0.013020833333333334,0.8859416445623343,0.07692307692307693,0.029177718832891247,0.005305039787798408,0.002652519893899204
CSCI,4061,Intro to Operating Systems,322,334,122,139,48,3,0,0,0,10,12,3.1180124223602483,0.9251497005988024,0.03592814371257485,0.37888198757763975,0.43167701863354035,0.14906832298136646,0.009316770186335404,0.031055900621118012
CSCI,4131,Internet Programming,101,106,57,26,11,1,2,0,1,3,5,3.357142857142857,0.9056603773584906,0.04716981132075472,0.5816326530612245,0.2653061224489796,0.11224489795918367,0.01020408163265306,0.030612244897959183
CSCI,4203,Comp. Architecture,15,17,2,9,4,0,0,0,0,0,2,2.8666666666666667,0.8823529411764706,0.11764705882352941,0.13333333333333333,0.6,0.26666666666666666,0.0,0.0
CSCI,4211,Intro to Computer Networks,54,59,13,21,18,1,0,0,0,1,5,2.814814814814815,0.8813559322033898,0.0847457627118644,0.24074074074074073,0.3888888888888889,0.3333333333333333,0.018518518518518517,0.018518518518518517
CSCI,4511W,Intro: Artificial Intelligence,194,206,71,98,17,0,1,0,1,6,12,3.1875,0.9077669902912622,0.05825242718446602,0.3697916666666667,0.5104166666666666,0.08854166666666667,0.0,0.03125
CSCI,4611,Programming Graphics and Games,73,79,38,24,7,2,0,0,0,2,6,3.287671232876712,0.8734177215189873,0.0759493670886076,0.5205479452054794,0.3287671232876712,0.0958904109589041,0.0273972602739726,0.0273972602739726
CSCI,4707,Practice of DB Systems,154,155,141,12,0,1,0,0,0,0,1,3.9025974025974026,0.9870967741935484,0.0064516129032258064,0.9155844155844156,0.07792207792207792,0.0,0.006493506493506494,0.0
CSCI,4921,Hist of Computing,23,24,9,9,5,0,0,0,0,0,1,3.1739130434782608,0.9583333333333334,0.041666666666666664,0.391304347826087,0.391304347826087,0.21739130434782608,0.0,0.0
CSCI,5103,Oper. Systems,45,49,20,22,3,0,0,0,0,0,4,3.3777777777777778,0.9183673469387755,0.08163265306122448,0.4444444444444444,0.4888888888888889,0.06666666666666667,0.0,0.0
CSCI,5106,Prog. Languages,55,58,27,21,4,0,1,0,0,2,3,3.314814814814815,0.9137931034482759,0.05172413793103448,0.5,0.3888888888888889,0.07407407407407407,0.0,0.037037037037037035
CSCI,5115,User Interface Dsgn,94,94,63,30,0,0,1,0,0,0,0,3.6774193548387095,1.0,0.0,0.6774193548387096,0.3225806451612903,0.0,0.0,0.0
CSCI,5117,Developing the Interactive Web,51,52,37,11,1,0,1,0,0,1,1,3.66,0.9615384615384616,0.019230769230769232,0.74,0.22,0.02,0.0,0.02
CSCI,5127W,Embodied Computing,29,31,24,5,0,0,0,0,0,0,2,3.8275862068965516,0.9354838709677419,0.06451612903225806,0.8275862068965517,0.1724137931034483,0.0,0.0,0.0
CSCI,5143,Real-Time and Embedded Systems,31,32,15,10,4,1,0,0,0,1,1,3.193548387096774,0.90625,0.03125,0.4838709677419355,0.3225806451612903,0.12903225806451613,0.03225806451612903,0.03225806451612903
CSCI,5161,Intro Compilers,12,14,10,2,0,0,0,0,0,0,2,3.8333333333333335,0.8571428571428571,0.14285714285714285,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0
CSCI,5271,Intro to Computer Security,58,61,45,13,0,0,0,0,0,0,3,3.7758620689655173,0.9508196721311475,0.04918032786885246,0.7758620689655172,0.22413793103448276,0.0,0.0,0.0
CSCI,5304,Matrix Theory,56,58,32,18,4,0,2,0,0,0,2,3.5185185185185186,0.9655172413793104,0.034482758620689655,0.5925925925925926,0.3333333333333333,0.07407407407407407,0.0,0.0
CSCI,5421,Adv. Algs. & Data,32,43,10,10,7,2,2,0,1,0,11,2.9655172413793105,0.6744186046511628,0.2558139534883721,0.3448275862068966,0.3448275862068966,0.2413793103448276,0.06896551724137931,0.0
CSCI,5481,Computational Techs. Genomics,44,45,40,3,0,0,1,0,0,0,1,3.9302325581395348,0.9777777777777777,0.022222222222222223,0.9302325581395349,0.06976744186046512,0.0,0.0,0.0
CSCI,5511,Artific Intellig I,61,62,28,27,3,0,2,0,0,1,1,3.3728813559322033,0.967741935483871,0.016129032258064516,0.4745762711864407,0.4576271186440678,0.05084745762711865,0.0,0.01694915254237288
CSCI,5521,Intro to Machine Learning,118,130,66,36,8,0,6,0,0,2,12,3.4642857142857144,0.8923076923076924,0.09230769230769231,0.5892857142857143,0.32142857142857145,0.07142857142857142,0.0,0.017857142857142856
CSCI,5523,Introduction to Data Mining,46,87,17,13,8,0,0,0,0,8,41,2.6739130434782608,0.4367816091954023,0.47126436781609193,0.3695652173913043,0.2826086956521739,0.17391304347826086,0.0,0.17391304347826086
CSCI,5525,Machine Learning,64,72,59,0,1,0,4,0,0,0,8,3.966666666666667,0.8888888888888888,0.1111111111111111,0.9833333333333333,0.0,0.016666666666666666,0.0,0.0
CSCI,5551,Robotics,47,52,19,15,5,3,0,0,0,5,5,2.851063829787234,0.75,0.09615384615384616,0.40425531914893614,0.3191489361702128,0.10638297872340426,0.06382978723404255,0.10638297872340426
CSCI,5607,Computer Graphics 1,54,60,43,11,0,0,0,0,0,0,6,3.7962962962962963,0.9,0.1,0.7962962962962963,0.2037037037037037,0.0,0.0,0.0
CSCI,5619,VR and 3D Interaction,34,37,18,16,0,0,0,0,0,0,3,3.5294117647058822,0.918918918918919,0.08108108108108109,0.5294117647058824,0.47058823529411764,0.0,0.0,0.0
CSCI,5707,Principles of DB Systems,42,44,15,24,3,0,0,0,0,0,2,3.2857142857142856,0.9545454545454546,0.045454545454545456,0.35714285714285715,0.5714285714285714,0.07142857142857142,0.0,0.0
CSCI,5715,Spatial Computing,44,44,21,22,0,0,0,0,0,1,0,3.409090909090909,0.9772727272727273,0.0,0.4772727272727273,0.5,0.0,0.0,0.022727272727272728
CSCI,5801,Software Eng. I,107,108,103,3,0,0,1,0,0,0,1,3.9716981132075473,0.9907407407407407,0.009259259259259259,0.9716981132075472,0.02830188679245283,0.0,0.0,0.0
CSCI,5980,Spec topics in CSci,40,41,24,12,2,0,0,0,0,2,1,3.4,0.926829268292683,0.024390243902439025,0.6,0.3,0.05,0.0,0.05
CSCI,8115,HCI & UI Technology,23,23,21,2,0,0,0,0,0,0,0,3.9130434782608696,1.0,0.0,0.9130434782608695,0.08695652173913043,0.0,0.0,0.0
CSCI,8980,Spec Adv Topics CS,35,36,31,4,0,0,0,0,0,0,1,3.8857142857142857,0.9722222222222222,0.027777777777777776,0.8857142857142857,0.11428571428571428,0.0,0.0,0.0
CSCL,1001,Intro to Cultural Studies,174,177,113,33,15,2,9,0,0,2,3,3.533333333333333,0.96045197740113,0.01694915254237288,0.6848484848484848,0.2,0.09090909090909091,0.012121212121212121,0.012121212121212121
CSCL,1101,Literature,178,180,135,29,1,0,12,0,0,1,2,3.789156626506024,0.9833333333333333,0.011111111111111112,0.8132530120481928,0.1746987951807229,0.006024096385542169,0.0,0.006024096385542169
CSCL,1201W,Cinema,66,66,40,14,1,1,7,0,0,3,0,3.4745762711864407,0.9393939393939394,0.0,0.6779661016949152,0.23728813559322035,0.01694915254237288,0.01694915254237288,0.05084745762711865
CSCL,1202W,"Media: Word, Image, Sound",44,44,30,10,1,0,3,0,0,0,0,3.707317073170732,1.0,0.0,0.7317073170731707,0.24390243902439024,0.024390243902439025,0.0,0.0
CSCL,1301W,Reading Culture,25,25,10,8,2,1,3,0,0,1,0,3.1363636363636362,0.92,0.0,0.45454545454545453,0.36363636363636365,0.09090909090909091,0.045454545454545456,0.045454545454545456
CSCL,1401W,Reading Literature,94,96,40,26,5,1,16,0,2,4,2,3.276315789473684,0.90625,0.020833333333333332,0.5263157894736842,0.34210526315789475,0.06578947368421052,0.013157894736842105,0.05263157894736842
CSCL,3210,Cinema and Ideology,13,13,4,9,0,0,0,0,0,0,0,3.3076923076923075,1.0,0.0,0.3076923076923077,0.6923076923076923,0.0,0.0,0.0
CSCL,3211,Oppositional Cinemas,15,15,8,5,0,0,0,0,0,2,0,3.1333333333333333,0.8666666666666667,0.0,0.5333333333333333,0.3333333333333333,0.0,0.0,0.13333333333333333
CSCL,3212W,Doc Cinema: History & Politics,10,11,5,2,0,0,0,0,0,3,1,2.6,0.6363636363636364,0.09090909090909091,0.5,0.2,0.0,0.0,0.3
CSCL,3221,On Television,59,64,17,29,7,2,2,0,0,2,5,3.0,0.859375,0.078125,0.2982456140350877,0.5087719298245614,0.12280701754385964,0.03508771929824561,0.03508771929824561
CSCL,3250,Music as Discourse,15,16,10,5,0,0,0,0,0,0,1,3.6666666666666665,0.9375,0.0625,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
CSCL,3310W,The Rhetoric of Everyday Life,18,18,7,10,1,0,0,0,0,0,0,3.3333333333333335,1.0,0.0,0.3888888888888889,0.5555555555555556,0.05555555555555555,0.0,0.0
CSCL,3311W,Theories of Culture,24,26,10,8,0,0,6,0,0,0,2,3.5555555555555554,0.9230769230769231,0.07692307692307693,0.5555555555555556,0.4444444444444444,0.0,0.0,0.0
CSCL,3322,Visions of Nature,22,22,15,6,0,1,0,0,0,0,0,3.590909090909091,0.9545454545454546,0.0,0.6818181818181818,0.2727272727272727,0.0,0.045454545454545456,0.0
CSCL,3323,Science and Culture,35,36,24,9,0,0,1,0,0,1,1,3.6176470588235294,0.9444444444444444,0.027777777777777776,0.7058823529411765,0.2647058823529412,0.0,0.0,0.029411764705882353
CSCL,3334,"Monsters, Robots, Cyborgs",86,91,32,29,6,1,11,0,3,4,5,3.1666666666666665,0.8571428571428571,0.054945054945054944,0.4444444444444444,0.4027777777777778,0.08333333333333333,0.013888888888888888,0.05555555555555555
CSCL,3335,Aliens,18,18,10,5,0,1,2,0,0,0,0,3.5,0.9444444444444444,0.0,0.625,0.3125,0.0,0.0625,0.0
CSCL,3350W,Sexuality and Culture,78,83,32,34,3,0,7,0,1,1,5,3.3714285714285714,0.9156626506024096,0.060240963855421686,0.45714285714285713,0.4857142857142857,0.04285714285714286,0.0,0.014285714285714285
CSCL,3351W,Body and Politics,52,52,38,10,2,0,2,0,0,0,0,3.72,1.0,0.0,0.76,0.2,0.04,0.0,0.0
CSCL,5910,Topics Cultrl Studies Comp Lit,11,12,9,2,0,0,0,0,0,0,1,3.8181818181818183,0.9166666666666666,0.08333333333333333,0.8181818181818182,0.18181818181818182,0.0,0.0,0.0
CSE,1001,First Year Experience,1148,1153,1010,90,34,10,0,0,0,4,5,3.822299651567944,0.9835212489158717,0.004336513443191674,0.8797909407665505,0.078397212543554,0.029616724738675958,0.008710801393728223,0.003484320557491289
CSPH,1001,Holistic Health and Healing,150,152,86,26,10,2,26,0,0,0,2,3.5806451612903225,0.9736842105263158,0.013157894736842105,0.6935483870967742,0.20967741935483872,0.08064516129032258,0.016129032258064516,0.0
CSPH,1101,"Self, Society, and Environment",34,34,22,6,0,0,6,0,0,0,0,3.7857142857142856,1.0,0.0,0.7857142857142857,0.21428571428571427,0.0,0.0,0.0
CSPH,3001,Intro to Integrative Healing,45,47,26,11,4,0,4,0,0,0,2,3.5365853658536586,0.9574468085106383,0.0425531914893617,0.6341463414634146,0.2682926829268293,0.0975609756097561,0.0,0.0
CSPH,3101,Ecosystems of Well-Being,30,31,24,3,2,0,1,0,0,0,1,3.7586206896551726,0.967741935483871,0.03225806451612903,0.8275862068965517,0.10344827586206896,0.06896551724137931,0.0,0.0
CSPH,3201,Mindfulness/Stress Reduction,65,68,43,9,3,0,8,0,0,2,3,3.5964912280701755,0.9264705882352942,0.04411764705882353,0.7543859649122807,0.15789473684210525,0.05263157894736842,0.0,0.03508771929824561
CSPH,3211,Living on Purpose,46,46,40,2,2,0,2,0,0,0,0,3.8636363636363638,1.0,0.0,0.9090909090909091,0.045454545454545456,0.045454545454545456,0.0,0.0
CSPH,3301,Food Choices,39,39,22,8,2,0,7,0,0,0,0,3.625,1.0,0.0,0.6875,0.25,0.0625,0.0,0.0
CSPH,4311,Foundations of Hatha Yoga,15,17,10,1,0,1,1,0,0,2,2,3.142857142857143,0.7058823529411765,0.11764705882352941,0.7142857142857143,0.07142857142857142,0.0,0.07142857142857142,0.14285714285714285
CSPH,4312,Hatha Yoga Philosophy,13,14,11,0,0,0,1,0,0,1,1,3.6666666666666665,0.8571428571428571,0.07142857142857142,0.9166666666666666,0.0,0.0,0.0,0.08333333333333333
CSPH,5101,Intro to Int Healing Prac,39,40,31,3,1,0,4,0,0,0,1,3.857142857142857,0.975,0.025,0.8857142857142857,0.08571428571428572,0.02857142857142857,0.0,0.0
CSPH,5118,"Whole Person, Whole Community",10,11,9,0,0,0,0,0,0,1,1,3.6,0.8181818181818182,0.09090909090909091,0.9,0.0,0.0,0.0,0.1
CSPH,5225,Meditation,11,14,7,1,0,0,2,0,0,1,3,3.4444444444444446,0.7142857142857143,0.21428571428571427,0.7777777777777778,0.1111111111111111,0.0,0.0,0.1111111111111111
CSPH,5315,Traditional Tibetan Medicine,16,19,14,0,1,0,0,0,0,1,3,3.625,0.7894736842105263,0.15789473684210525,0.875,0.0,0.0625,0.0,0.0625
CSPH,5317,"Yoga: Ethics, Spirit, Healing",14,19,8,3,0,0,2,0,0,1,5,3.4166666666666665,0.6842105263157895,0.2631578947368421,0.6666666666666666,0.25,0.0,0.0,0.08333333333333333
CSPH,5341,Indigenous Hawaiian Healing,10,10,9,1,0,0,0,0,0,0,0,3.9,1.0,0.0,0.9,0.1,0.0,0.0,0.0
CSPH,5343,Ayurveda Medicine,14,14,11,1,0,0,1,0,1,0,0,3.9166666666666665,0.9285714285714286,0.0,0.9166666666666666,0.08333333333333333,0.0,0.0,0.0
CSPH,5421,Botanical Medicines,22,24,16,6,0,0,0,0,0,0,2,3.727272727272727,0.9166666666666666,0.08333333333333333,0.7272727272727273,0.2727272727272727,0.0,0.0,0.0
CSPH,5431,Functional Nutrition,15,16,13,1,0,0,0,0,0,1,1,3.6666666666666665,0.875,0.0625,0.8666666666666667,0.06666666666666667,0.0,0.0,0.06666666666666667
CSPH,5503,Aromatherapy Fundamentals,19,19,17,2,0,0,0,0,0,0,0,3.8947368421052633,1.0,0.0,0.8947368421052632,0.10526315789473684,0.0,0.0,0.0
CSPH,5642,Nature Heals,43,45,32,4,2,0,1,0,1,3,2,3.5121951219512195,0.8666666666666667,0.044444444444444446,0.7804878048780488,0.0975609756097561,0.04878048780487805,0.0,0.07317073170731707
CSPH,5701,Health Coaching I,54,57,27,27,0,0,0,0,0,0,3,3.5,0.9473684210526315,0.05263157894736842,0.5,0.5,0.0,0.0,0.0
CSPH,5711,Optimal Healing Environments,16,16,14,2,0,0,0,0,0,0,0,3.875,1.0,0.0,0.875,0.125,0.0,0.0,0.0
CSPH,5805,Wellbeing in the Workplace,18,19,13,1,1,1,1,0,0,1,1,3.411764705882353,0.8421052631578947,0.05263157894736842,0.7647058823529411,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705
CSPH,5806,Wellbeing/Resiliency Hlth Prof,18,18,11,1,1,0,5,0,0,0,0,3.769230769230769,1.0,0.0,0.8461538461538461,0.07692307692307693,0.07692307692307693,0.0,0.0
CSPH,5807,Mindfulness in the Workplace,19,19,16,3,0,0,0,0,0,0,0,3.8421052631578947,1.0,0.0,0.8421052631578947,0.15789473684210525,0.0,0.0,0.0
CSPH,5905,Food Matters,46,46,36,2,0,0,8,0,0,0,0,3.9473684210526314,1.0,0.0,0.9473684210526315,0.05263157894736842,0.0,0.0,0.0
CVM,6001,Global & Intercultural Ops,54,55,0,0,0,0,54,0,0,0,1,,0.9818181818181818,0.01818181818181818,,,,,
CVM,6515,Externship,77,79,0,0,0,0,76,0,1,0,2,,0.9620253164556962,0.02531645569620253,,,,,
CVM,6532,Laboratory Medicine,21,21,10,11,0,0,0,0,0,0,0,3.4761904761904763,1.0,0.0,0.47619047619047616,0.5238095238095238,0.0,0.0,0.0
CVM,6602,Sm Animal Medicine - SAM-B,65,65,39,25,1,0,0,0,0,0,0,3.5846153846153848,1.0,0.0,0.6,0.38461538461538464,0.015384615384615385,0.0,0.0
CVM,6792,Adv Small Ruminant Medicine,10,10,7,3,0,0,0,0,0,0,0,3.7,1.0,0.0,0.7,0.3,0.0,0.0,0.0
CVM,6811,Overview Bovine Therio & Lame,24,24,12,12,0,0,0,0,0,0,0,3.5,1.0,0.0,0.5,0.5,0.0,0.0,0.0
CVM,6900,Microscopic Anatomy I,105,105,33,47,25,0,0,0,0,0,0,3.0761904761904764,1.0,0.0,0.3142857142857143,0.44761904761904764,0.23809523809523808,0.0,0.0
CVM,6901,Physiology I,105,105,28,70,7,0,0,0,0,0,0,3.2,1.0,0.0,0.26666666666666666,0.6666666666666666,0.06666666666666667,0.0,0.0
CVM,6902,"Vet Biochem,Nutr & Genetics",210,210,94,88,26,2,0,0,0,0,0,3.3047619047619046,0.9904761904761905,0.0,0.44761904761904764,0.41904761904761906,0.12380952380952381,0.009523809523809525,0.0
CVM,6903,Anatomy I,105,105,75,29,1,0,0,0,0,0,0,3.704761904761905,1.0,0.0,0.7142857142857143,0.2761904761904762,0.009523809523809525,0.0,0.0
CVM,6911,Immunology,106,106,27,46,30,2,0,0,0,1,0,2.9056603773584904,0.9716981132075472,0.0,0.25471698113207547,0.4339622641509434,0.2830188679245283,0.018867924528301886,0.009433962264150943
CVM,6917,Agents of Disease II,107,107,53,49,5,0,0,0,0,0,0,3.4485981308411215,1.0,0.0,0.4953271028037383,0.45794392523364486,0.04672897196261682,0.0,0.0
CVM,6918,Pharmacology I,107,107,83,22,2,0,0,0,0,0,0,3.7570093457943927,1.0,0.0,0.7757009345794392,0.205607476635514,0.018691588785046728,0.0,0.0
CVM,6919,Systemic Pathology,107,107,35,54,18,0,0,0,0,0,0,3.1588785046728973,1.0,0.0,0.32710280373831774,0.5046728971962616,0.16822429906542055,0.0,0.0
CVM,6920,Clinical Pathology I,108,108,22,57,25,4,0,0,0,0,0,2.8981481481481484,0.9629629629629629,0.0,0.2037037037037037,0.5277777777777778,0.23148148148148148,0.037037037037037035,0.0
CVM,6922,Clinical Epidemiology,107,107,100,4,3,0,0,0,0,0,0,3.9065420560747666,1.0,0.0,0.9345794392523364,0.037383177570093455,0.028037383177570093,0.0,0.0
CVM,6923,Public Health & Com Practice,107,107,85,22,0,0,0,0,0,0,0,3.794392523364486,1.0,0.0,0.794392523364486,0.205607476635514,0.0,0.0,0.0
CVM,6924,Small Animal Medicine I,107,107,50,51,6,0,0,0,0,0,0,3.411214953271028,1.0,0.0,0.4672897196261682,0.4766355140186916,0.056074766355140186,0.0,0.0
CVM,6925,Diagnostic Laboratory,107,107,106,1,0,0,0,0,0,0,0,3.9906542056074765,1.0,0.0,0.9906542056074766,0.009345794392523364,0.0,0.0,0.0
CVM,6928,Large Animal Medicine I,107,107,88,19,0,0,0,0,0,0,0,3.822429906542056,1.0,0.0,0.822429906542056,0.17757009345794392,0.0,0.0,0.0
CVM,6944,Small Animal Surgery II & Anes,99,99,68,31,0,0,0,0,0,0,0,3.686868686868687,1.0,0.0,0.6868686868686869,0.31313131313131315,0.0,0.0,0.0
CVM,6946,Large Animal Surgery II,99,99,63,22,14,0,0,0,0,0,0,3.494949494949495,1.0,0.0,0.6363636363636364,0.2222222222222222,0.1414141414141414,0.0,0.0
CVM,6947,Veterinary Imaging II,99,99,39,53,7,0,0,0,0,0,0,3.323232323232323,1.0,0.0,0.3939393939393939,0.5353535353535354,0.0707070707070707,0.0,0.0
CVM,6949,Comparative Theriogenology,99,99,68,31,0,0,0,0,0,0,0,3.686868686868687,1.0,0.0,0.6868686868686869,0.31313131313131315,0.0,0.0,0.0
CVM,6969,Large Animal Medicine III,99,99,72,26,1,0,0,0,0,0,0,3.717171717171717,1.0,0.0,0.7272727272727273,0.26262626262626265,0.010101010101010102,0.0,0.0
CVM,6972,Ophtalmology,99,99,34,57,8,0,0,0,0,0,0,3.2626262626262625,1.0,0.0,0.3434343434343434,0.5757575757575758,0.08080808080808081,0.0,0.0
CVM,6974,Veterinary Toxicology,198,198,184,12,2,0,0,0,0,0,0,3.919191919191919,1.0,0.0,0.9292929292929293,0.06060606060606061,0.010101010101010102,0.0,0.0
DDS,6141,Pediatric Dent Clinic,28,28,25,3,0,0,0,0,0,0,0,3.892857142857143,1.0,0.0,0.8928571428571429,0.10714285714285714,0.0,0.0,0.0
DDS,6152,Oral Surgery I,126,126,9,95,22,0,0,0,0,0,0,2.8968253968253967,1.0,0.0,0.07142857142857142,0.753968253968254,0.1746031746031746,0.0,0.0
DDS,6171,Orthodontics I,127,127,45,62,20,0,0,0,0,0,0,3.1968503937007875,1.0,0.0,0.3543307086614173,0.4881889763779528,0.15748031496062992,0.0,0.0
DDS,6213,Dent MicB,109,109,76,31,2,0,0,0,0,0,0,3.6788990825688073,1.0,0.0,0.6972477064220184,0.28440366972477066,0.01834862385321101,0.0,0.0
DDS,6214,General Histology,109,109,102,6,1,0,0,0,0,0,0,3.926605504587156,1.0,0.0,0.9357798165137615,0.05504587155963303,0.009174311926605505,0.0,0.0
DDS,6234,Radiographic Interp,109,109,68,38,3,0,0,0,0,0,0,3.596330275229358,1.0,0.0,0.6238532110091743,0.3486238532110092,0.027522935779816515,0.0,0.0
DDS,6253,Pathology for Dental Students,108,108,103,5,0,0,0,0,0,0,0,3.9537037037037037,1.0,0.0,0.9537037037037037,0.046296296296296294,0.0,0.0,0.0
DDS,6271,TMD & Orofacial Pain,126,126,71,53,2,0,0,0,0,0,0,3.5476190476190474,1.0,0.0,0.5634920634920635,0.42063492063492064,0.015873015873015872,0.0,0.0
DDS,6411,Applied Biomaterials,109,109,55,50,4,0,0,0,0,0,0,3.467889908256881,1.0,0.0,0.5045871559633027,0.45871559633027525,0.03669724770642202,0.0,0.0
DDS,6431,Oral Anat I,110,110,61,40,9,0,0,0,0,0,0,3.4727272727272727,1.0,0.0,0.5545454545454546,0.36363636363636365,0.08181818181818182,0.0,0.0
DDS,6432,Oral Anat Lab I,110,110,12,78,17,0,0,0,0,3,0,2.8727272727272726,0.9727272727272728,0.0,0.10909090909090909,0.7090909090909091,0.15454545454545454,0.0,0.02727272727272727
DDS,6436,Oper Dent II,109,109,101,8,0,0,0,0,0,0,0,3.926605504587156,1.0,0.0,0.926605504587156,0.07339449541284404,0.0,0.0,0.0
DDS,6437,Oper Dent II Lab,109,109,58,47,4,0,0,0,0,0,0,3.4954128440366974,1.0,0.0,0.5321100917431193,0.43119266055045874,0.03669724770642202,0.0,0.0
DDS,6439,Oper Dent  IV,125,125,102,21,2,0,0,0,0,0,0,3.8,1.0,0.0,0.816,0.168,0.016,0.0,0.0
DDS,6475,Pros Techniques Lec IV,109,109,105,4,0,0,0,0,0,0,0,3.963302752293578,1.0,0.0,0.963302752293578,0.03669724770642202,0.0,0.0,0.0
