TERM,TERM_DESCR,INSTITUTION,SUBJECT,CATALOG_NBR,CLASS_SECTION,COMPONENT_MAIN,DESCR,INSTRUCTOR NAME,UM_JOBCODE_GROUP,JOBCODE,JOBCODE_DESCR,COMPLETED HEADCOUNT,TOTAL HEADCOUNT,A_COUNT,B_COUNT,C_COUNT,D_COUNT,S_COUNT,P_COUNT,N_COUNT,F_COUNT,W_COUNT
1189,Fall 2018,UMNTC,AAS,3001,001,LEC,Contmp Persp on Asian America,"Fajardo,Kale Bantigue",FA,9402,Associate Professor,17,17,12,4,,,1,,,,
1189,Fall 2018,UMNTC,AAS,3503,001,LEC,"Asian Am Id, Families & Comm","Swartz,Teresa Toguchi",FA,9402,Associate Professor,10,10,6,4,,,,,,,
1189,Fall 2018,UMNTC,AAS,3601W,001,LEC,War & Empire: Asian Amer Persp,"Onishi,Yuichiro",FA,9402,Associate Professor,11,15,6,2,1,,1,,,1,4
1189,Fall 2018,UMNTC,ABUS,3051,302,LEC,Career Skills in Pro Envrnmt,"Kessler,Jeannine Ann",AP,9745S2,Education Program Spec 2,33,35,30,2,,,1,,,,2
1189,Fall 2018,UMNTC,ABUS,3051,101,LEC,Career Skills in Pro Envrnmt,"Klempka,Carol",AP,9754,Teaching Specialist,15,15,13,2,,,,,,,
1189,Fall 2018,UMNTC,ABUS,3051,301,LEC,Career Skills in Pro Envrnmt,"O'Fallon,Stacy Ann Marr",AP,9754,Teaching Specialist,32,33,27,3,,,1,,,1,1
1189,Fall 2018,UMNTC,ABUS,3301,301,LEC,Intro to Quality Management,"Martens,Scott L",AP,9770I,Senior Lecturer,30,32,13,10,4,,,,,3,2
1189,Fall 2018,UMNTC,ABUS,3301,302,LEC,Intro to Quality Management,"Martens,Scott L",AP,9770I,Senior Lecturer,20,22,12,4,3,,,,,1,2
1189,Fall 2018,UMNTC,ABUS,3510,301,LEC,Virtual Global Communication,"Lowry,Ann E.",AP,9753,Lecturer,24,25,15,4,2,,,,,3,1
1189,Fall 2018,UMNTC,ABUS,4012,301,LEC,DecisionMaking&ProblemSolving,"McNamara,Dan Eric",AP,9770,Senior Lecturer,29,32,19,7,2,1,,,,,3
1189,Fall 2018,UMNTC,ABUS,4013W,301,LEC,"Law, Ethics, &  Risk for Mgrs","Mackay,Deborah",AP,9753,Lecturer,27,27,21,3,2,,,,,1,
1189,Fall 2018,UMNTC,ABUS,4013W,302,LEC,"Law, Ethics, &  Risk for Mgrs","Essien,Michael Anietie",AP,9754,Teaching Specialist,22,22,10,4,3,2,,,,3,
1189,Fall 2018,UMNTC,ABUS,4013W,303,LEC,"Law, Ethics, &  Risk for Mgrs","Bethel,Charles Eugene",AP,9754,Teaching Specialist,21,21,17,1,1,2,,,,,
1189,Fall 2018,UMNTC,ABUS,4022W,301,LEC,Management in Organizations,"Goodell,Bradley D",AP,9754,Teaching Specialist,29,29,21,5,1,,,,,2,
1189,Fall 2018,UMNTC,ABUS,4022W,302,LEC,Management in Organizations,"Goodell,Bradley D",AP,9754,Teaching Specialist,27,28,20,3,2,,,,,2,1
1189,Fall 2018,UMNTC,ABUS,4022W,303,LEC,Management in Organizations,"Goodell,Bradley D",AP,9754,Teaching Specialist,29,29,18,8,1,1,,,,1,
1189,Fall 2018,UMNTC,ABUS,4022W,304,LEC,Management in Organizations,"Simons,Brian",AP,9754,Teaching Specialist,17,18,10,3,,,,,,4,1
1189,Fall 2018,UMNTC,ABUS,4023W,303,LEC,Communicating for Results,"Lowry,Ann E.",AP,9753,Lecturer,25,28,18,3,3,,,,,1,3
1189,Fall 2018,UMNTC,ABUS,4023W,301,LEC,Communicating for Results,"Goodell,Bradley D",AP,9754,Teaching Specialist,28,29,18,7,,,,,,3,1
1189,Fall 2018,UMNTC,ABUS,4023W,302,LEC,Communicating for Results,"Goodell,Bradley D",AP,9754,Teaching Specialist,28,29,18,6,2,,,,,2,1
1189,Fall 2018,UMNTC,ABUS,4041,301,LEC,Dynamics of Leadership,"Kaiser,David",AP,9753,Lecturer,33,33,23,6,2,2,,,,,
1189,Fall 2018,UMNTC,ABUS,4041,302,LEC,Dynamics of Leadership,"Kaiser,David",AP,9753,Lecturer,30,32,11,17,2,,,,,,2
1189,Fall 2018,UMNTC,ABUS,4043,301,LEC,Project Management in Practice,"Bengtson,William Paul",AP,9754,Teaching Specialist,26,28,15,5,2,1,,,,3,2
1189,Fall 2018,UMNTC,ABUS,4101,301,LEC,Accounting&Finance for Mgrs,"Flanders,Gordon R",AP,9753,Lecturer,32,32,9,12,6,,,,,5,
1189,Fall 2018,UMNTC,ABUS,4104,301,LEC,Management and Human Resource,"Kilpatrick,Margaret Eaton",AP,9754,Teaching Specialist,35,35,26,6,2,,,,,1,
1189,Fall 2018,UMNTC,ABUS,4151,301,LEC,Innovation for Leaders & Orgs.,"Flanders,Gordon R",AP,9753,Lecturer,23,24,10,8,3,1,,,,1,1
1189,Fall 2018,UMNTC,ABUS,4151,302,LEC,Innovation for Leaders & Orgs.,"Flanders,Gordon R",AP,9753,Lecturer,17,18,8,7,2,,,,,,1
1189,Fall 2018,UMNTC,ABUS,4151,302,LEC,Innovation for Leaders & Orgs.,"Grahek,Drew Melville",AP,9754,Teaching Specialist,17,18,8,7,2,,,,,,1
1189,Fall 2018,UMNTC,ABUS,4217,301,LEC,Real Estate Process & Tools,"Tableporter,Jody",AP,9754,Teaching Specialist,26,28,5,15,6,,,,,,2
1189,Fall 2018,UMNTC,ABUS,4501,301,LEC,Small Bsns Building & Running,"Kaufmann,Geoffrey Laing",AP,9753,Lecturer,15,15,13,2,,,,,,,
1189,Fall 2018,UMNTC,ABUS,4515,301,LEC,Strat/Mgmt Sustainable Future,"Hickle,Garth Thomas",AP,9770,Senior Lecturer,21,24,12,5,2,1,,,,1,3
1189,Fall 2018,UMNTC,ABUS,4571W,301,LEC,Grant Writ Health & Nonprofit,"Redelfs,Ann Ellen",AP,9754,Teaching Specialist,13,17,5,5,2,,,,,1,4
1189,Fall 2018,UMNTC,ABUS,4701,301,LEC,Introduction to Marketing,"Rindels,Kay Maureen Suneson",AP,9754,Teaching Specialist,22,22,17,5,,,,,,,
1189,Fall 2018,UMNTC,ABUS,4702,301,LEC,Applied Digital Marketing,"Neidt,Jeff",AP,9754,Teaching Specialist,20,21,8,8,4,,,,,,1
1189,Fall 2018,UMNTC,ABUS,4705,301,LEC,Leadership & Mgmt Prof Pract,"Lee,David E",AA,9353D2,Animal Care Director 2.,11,13,7,2,2,,,,,,2
1189,Fall 2018,UMNTC,ACCT,2050,010,LEC,Intr Financial Rptg,"Kramer,Jack",AP,9770,Senior Lecturer,62,65,20,23,18,1,,,,,3
1189,Fall 2018,UMNTC,ACCT,2050,005,LEC,Intr Financial Rptg,"White,Paul Andrew",AP,9770,Senior Lecturer,89,90,33,44,12,,,,,,1
1189,Fall 2018,UMNTC,ACCT,2050,006,LEC,Intr Financial Rptg,"Poch,Kendell Kaye",AP,9770,Senior Lecturer,114,115,55,48,11,,,,,,1
1189,Fall 2018,UMNTC,ACCT,2050,007,LEC,Intr Financial Rptg,"Poch,Kendell Kaye",AP,9770,Senior Lecturer,80,81,43,32,5,,,,,,1
1189,Fall 2018,UMNTC,ACCT,2050,009,LEC,Intr Financial Rptg,"Poch,Kendell Kaye",AP,9770,Senior Lecturer,121,122,48,62,9,1,,,,1,1
1189,Fall 2018,UMNTC,ACCT,2050,003,LEC,Intr Financial Rptg,"Pugliese,Samantha",AP,9770,Senior Lecturer,61,66,24,22,10,2,,,,3,5
1189,Fall 2018,UMNTC,ACCT,2050,008,LEC,Intr Financial Rptg,"Pugliese,Samantha",AP,9770,Senior Lecturer,57,66,28,22,4,1,,,,2,9
1189,Fall 2018,UMNTC,ACCT,2050,001,LEC,Intr Financial Rptg,"Batina,Thomas John",AP,9770,Senior Lecturer,47,47,17,18,10,1,,,,1,
1189,Fall 2018,UMNTC,ACCT,2050,002,LEC,Intr Financial Rptg,"Zhang,Gaoqing",FA,9403,Assistant Professor,57,60,25,29,1,,,,,2,3
1189,Fall 2018,UMNTC,ACCT,2050,004,LEC,Intr Financial Rptg,"Zhang,Gaoqing",FA,9403,Assistant Professor,49,49,28,20,,,,,,1,
1189,Fall 2018,UMNTC,ACCT,2050H,001,LEC,Honors:  Intr Financial Rptg,"White,Paul Andrew",AP,9770,Senior Lecturer,25,26,19,6,,,,,,,1
1189,Fall 2018,UMNTC,ACCT,3001,020,LEC,Intro Mgmt Acct,"Kirscht,Carrie Lynn",AP,9770I,Senior Lecturer,41,45,13,17,11,,,,,,4
1189,Fall 2018,UMNTC,ACCT,3001,002,LEC,Intro Mgmt Acct,"Patel,Ash",AP,9770I,Senior Lecturer,63,72,8,23,18,11,,,,3,9
1189,Fall 2018,UMNTC,ACCT,3001,003,LEC,Intro Mgmt Acct,"Patel,Ash",AP,9770I,Senior Lecturer,42,47,16,14,8,3,,,,1,5
1189,Fall 2018,UMNTC,ACCT,3001,001,LEC,Intro Mgmt Acct,"Forester,Clayton L",AP,9770,Senior Lecturer,86,88,30,49,6,,,,,1,2
1189,Fall 2018,UMNTC,ACCT,3001,004,LEC,Intro Mgmt Acct,"Forester,Clayton L",AP,9770,Senior Lecturer,88,90,26,45,16,,,,,1,2
1189,Fall 2018,UMNTC,ACCT,5101,002,LEC,Intermediate Accounting I,"Biondich,Nick E",AP,9770,Senior Lecturer,39,47,11,17,9,2,,,,,8
1189,Fall 2018,UMNTC,ACCT,5101,005,LEC,Intermediate Accounting I,"Biondich,Nick E",AP,9770,Senior Lecturer,25,31,3,11,10,,,,,1,6
1189,Fall 2018,UMNTC,ACCT,5101,020,LEC,Intermediate Accounting I,"Biondich,Nick E",AP,9770,Senior Lecturer,13,13,3,3,7,,,,,,
1189,Fall 2018,UMNTC,ACCT,5101,004,LEC,Intermediate Accounting I,"Zhang,Haiwen",FA,9402,Associate Professor,48,48,16,28,4,,,,,,
1189,Fall 2018,UMNTC,ACCT,5101,001,LEC,Intermediate Accounting I,"Iselin,Michael",FA,9403,Assistant Professor,45,47,17,24,4,,,,,,2
1189,Fall 2018,UMNTC,ACCT,5101,003,LEC,Intermediate Accounting I,"Iselin,Michael",FA,9403,Assistant Professor,48,48,24,20,4,,,,,,
1189,Fall 2018,UMNTC,ACCT,5102,001,LEC,Intermediate Accounting II,"Beil,Frank J",AP,9770,Senior Lecturer,37,37,29,7,1,,,,,,
1189,Fall 2018,UMNTC,ACCT,5102,002,LEC,Intermediate Accounting II,"Rusticus,Tjomme",FA,9403,Assistant Professor,47,48,20,18,7,1,,,,1,1
1189,Fall 2018,UMNTC,ACCT,5102,003,LEC,Intermediate Accounting II,"Rusticus,Tjomme",FA,9403,Assistant Professor,53,54,15,29,8,,,,,1,1
1189,Fall 2018,UMNTC,ACCT,5125W,003,LEC,Auditing,"Beil,Frank J",AP,9770,Senior Lecturer,31,31,23,8,,,,,,,
1189,Fall 2018,UMNTC,ACCT,5125W,001,LEC,Auditing,"Batina,Thomas John",AP,9770,Senior Lecturer,28,32,13,15,,,,,,,4
1189,Fall 2018,UMNTC,ACCT,5125W,002,LEC,Auditing,"Grayson,John",AP,9770I,Senior Lecturer,14,14,7,6,,1,,,,,
1189,Fall 2018,UMNTC,ACCT,5126,001,LEC,Internal Auditing,"Batina,Thomas John",AP,9770,Senior Lecturer,36,36,19,12,5,,,,,,
1189,Fall 2018,UMNTC,ACCT,5135,001,LEC,Federal Income Tax,"Naples,Tammy",AP,9770,Senior Lecturer,62,65,36,25,1,,,,,,3
1189,Fall 2018,UMNTC,ACCT,5135,020,LEC,Federal Income Tax,"Naples,Tammy",AP,9770,Senior Lecturer,39,40,19,20,,,,,,,1
1189,Fall 2018,UMNTC,ACCT,5160,001,LEC,Financial Statement,"Beil,Frank J",AP,9770,Senior Lecturer,49,49,46,3,,,,,,,
1189,Fall 2018,UMNTC,ACCT,5160,002,LEC,Financial Statement,"Beil,Frank J",AP,9770,Senior Lecturer,47,47,39,7,1,,,,,,
1189,Fall 2018,UMNTC,ACCT,5160,020,LEC,Financial Statement,"Beil,Frank J",AP,9770,Senior Lecturer,33,34,25,8,,,,,,,1
1189,Fall 2018,UMNTC,ACCT,5201,001,LEC,Intermed Mgmt Acct,"White,Paul Andrew",AP,9770,Senior Lecturer,34,34,16,18,,,,,,,
1189,Fall 2018,UMNTC,ACCT,5201,002,LEC,Intermed Mgmt Acct,"White,Paul Andrew",AP,9770,Senior Lecturer,35,35,17,18,,,,,,,
1189,Fall 2018,UMNTC,ACCT,5236,001,LEC,Taxation of Business,"Conlon,Roger John",AP,9770,Senior Lecturer,28,29,11,17,,,,,,,1
1189,Fall 2018,UMNTC,ACCT,6100,060,LEC,Financial Statement Analysis,"Poch,Kendell Kaye",AP,9770,Senior Lecturer,13,13,12,1,,,,,,,
1189,Fall 2018,UMNTC,ACCT,6601,001,LEC,Internal Control,"Batina,Thomas John",AP,9770,Senior Lecturer,38,38,14,24,,,,,,,
1189,Fall 2018,UMNTC,ACCT,6602,001,LEC,SEC - Standard Setting,"Forester,Clayton L",AP,9770,Senior Lecturer,42,42,23,19,,,,,,,
1189,Fall 2018,UMNTC,ACCT,6604,001,LEC,Advanced Management Accounting,"White,Paul Andrew",AP,9770,Senior Lecturer,18,18,16,2,,,,,,,
1189,Fall 2018,UMNTC,ADDS,5011,301,LEC,Found. in Addiction Studies,"Bassett,Elizabeth Ann",AP,9754,Teaching Specialist,10,10,7,3,,,,,,,
1189,Fall 2018,UMNTC,ADDS,5011,302,LEC,Found. in Addiction Studies,"Bassett,Elizabeth Ann",AP,9754,Teaching Specialist,13,13,9,4,,,,,,,
1189,Fall 2018,UMNTC,ADDS,5021,001,LEC,Intro to Evidence Based Pract.,"Boisen,Laura Sue",AP,9754,Teaching Specialist,13,15,9,3,,1,,,,,2
1189,Fall 2018,UMNTC,ADES,1221,001,LAB,Apparel Assembly,"Strange,Lindsey Ray",AP,9754I,Teaching Specialist,16,19,9,5,1,1,,,,,3
1189,Fall 2018,UMNTC,ADES,2213,001,LEC,Textile Analysis,"Reiley,Kathryn Jeanette",AP,9753I,Lecturer,54,54,10,21,17,4,,,,2,
1189,Fall 2018,UMNTC,ADES,2222,001,LEC,Apparel Studio II,"Griffin,Linsey",FA,9403,Assistant Professor,19,19,12,6,1,,,,,,
1189,Fall 2018,UMNTC,ADES,3217,001,DIS,Fashion: Trends & Comm,"DeLong,Marilyn R",AA,9312,Associate Dean,45,47,22,17,4,1,,,,1,2
1189,Fall 2018,UMNTC,ADES,3227,001,LAB,Technical Design Studio,"Dunne,Lucy Elizabeth",FA,9401,Professor,14,14,3,9,2,,,,,,
1189,Fall 2018,UMNTC,ADES,4218W,001,LEC,"Fashion, Dsgn, Global Industry","Reiley,Kathryn Jeanette",AP,9753I,Lecturer,37,38,18,14,2,1,,,,2,1
1189,Fall 2018,UMNTC,ADES,4225,001,LAB,Apparel Studio V,"Strange,Lindsey Ray",AP,9754I,Teaching Specialist,11,12,7,4,,,,,,,1
1189,Fall 2018,UMNTC,AEM,2011,001,LEC,Statics,"Aksaray,Derya",FA,9403,Assistant Professor,89,96,34,22,25,3,,,,5,7
1189,Fall 2018,UMNTC,AEM,2012,001,LEC,Dynamics,"Caverly,Ryan",FA,9403,Assistant Professor,32,34,13,16,3,,,,,,2
1189,Fall 2018,UMNTC,AEM,2021,001,LEC,Statics & Dynamics,"Hesla,Todd",FA,9403,Assistant Professor,147,149,55,63,26,1,,,,2,2
1189,Fall 2018,UMNTC,AEM,3031,001,LEC,Deform. Body Mech.,"Elliott,Ryan S.",FA,9401,Professor,134,144,40,50,39,4,,,,1,10
1189,Fall 2018,UMNTC,AEM,3101,001,LEC,Simulation,"Mueller,Joseph Bernard",FA,9403,Assistant Professor,77,79,59,15,2,,,,,1,2
1189,Fall 2018,UMNTC,AEM,4201,001,LEC,Fluid Mechanics,"Nichols,Joseph W",FA,9403,Assistant Professor,75,78,26,41,7,1,,,,,3
1189,Fall 2018,UMNTC,AEM,4253,001,LEC,Comp Fluids,"Schwartzentruber,Thomas E",FA,9401,Professor,27,29,11,11,5,,,,,,2
1189,Fall 2018,UMNTC,AEM,4321,001,LEC,Automatic Control Systems,"salapaka,murti v",FA,9401,Professor,13,17,5,5,3,,,,,,4
1189,Fall 2018,UMNTC,AEM,4331,001,LEC,Aerospace Vehicle Design,"Regan,Chris",AP,9742R6,Researcher 6,83,83,82,1,,,,,,,
1189,Fall 2018,UMNTC,AEM,4331,001,LEC,Aerospace Vehicle Design,"Weyrauch,John R",FA,9404,Instructor,83,83,82,1,,,,,,,
1189,Fall 2018,UMNTC,AEM,4602W,001,LEC,Aeromechanics Lab,"Shield,Thomas William",FA,9401,Professor,86,86,28,39,16,1,,,,2,
1189,Fall 2018,UMNTC,AEM,4602W,001,LEC,Aeromechanics Lab,"Ketema,Yohannes",FA,9402,Associate Professor,86,86,28,39,16,1,,,,2,
1189,Fall 2018,UMNTC,AEM,5253,001,LEC,Comp Fluids,"Schwartzentruber,Thomas E",FA,9401,Professor,28,28,15,9,4,,,,,,
1189,Fall 2018,UMNTC,AEM,5401,001,LEC,Interm. Dynamics,"Ketema,Yohannes",FA,9402,Associate Professor,18,19,8,6,3,1,,,,,1
1189,Fall 2018,UMNTC,AEM,5501,001,LEC,Continuum Mechanics,"Tadmor,Ellad B",FA,9401,Professor,28,29,14,14,,,,,,,1
1189,Fall 2018,UMNTC,AEM,8201,001,LEC,Fluids I,"Longmire,Ellen K",AA,9312,Associate Dean,23,23,17,5,1,,,,,,
1189,Fall 2018,UMNTC,AEM,8251,001,LEC,Volume Methods,"Candler,Graham Vardy",FA,9401,Professor,10,11,7,2,,,1,,,,1
1189,Fall 2018,UMNTC,AFEE,1001,001,LEC,"Intro to Ag Ed, Comm, & Mktg","Homans,Frances Reed",FA,9401,Professor,16,16,14,1,1,,,,,,
1189,Fall 2018,UMNTC,AFEE,1001,001,LEC,"Intro to Ag Ed, Comm, & Mktg","Smith,Amy Rae",FA,9403,Assistant Professor,16,16,14,1,1,,,,,,
1189,Fall 2018,UMNTC,AFEE,2096,001,LEC,"Career Exploration, Experience","Smith,Amy Rae",FA,9403,Assistant Professor,18,18,13,4,1,,,,,,
1189,Fall 2018,UMNTC,AFEE,2421,001,LEC,Communication for Ag,"Swenson,Rebecca Dean",FA,9403,Assistant Professor,92,94,50,31,7,1,,,,3,2
1189,Fall 2018,UMNTC,AFEE,3096,001,LEC,Exper Learning: Prod/Business,"Swenson,Rebecca Dean",FA,9403,Assistant Professor,17,17,15,2,,,,,,,
1189,Fall 2018,UMNTC,AFEE,3112,001,LAB,Building Construct Technology,"Thompson,Lee",AP,9754I,Teaching Specialist,10,10,5,4,1,,,,,,
1189,Fall 2018,UMNTC,AFEE,3480,003,LEC,Topics in Ag Education,"McKay,Troy D",AP,9753,Lecturer,12,12,9,1,2,,,,,,
1189,Fall 2018,UMNTC,AFEE,3480,001,LEC,Topics in Ag Education,"Steede,Garrett Michael",FA,9403T,Teaching Assistant Professor,13,13,12,1,,,,,,,
1189,Fall 2018,UMNTC,AFEE,4450W,001,LEC,Adv Writing and Ag Journalism,"Steede,Garrett Michael",FA,9403T,Teaching Assistant Professor,24,24,21,1,2,,,,,,
1189,Fall 2018,UMNTC,AFRO,1021,001,LEC,Introduction to Africa,"Woldense,Josef",FA,9403,Assistant Professor,25,27,13,9,1,,2,,,,2
1189,Fall 2018,UMNTC,AFRO,1911,001,DIS,Black Reality Television,"Williamson,Terrion LaShon",FA,9403,Assistant Professor,19,20,17,2,,,,,,,1
1189,Fall 2018,UMNTC,AFRO,1917,001,DIS,Inequality & American Dream,"Lindquist,Malinda A",FA,9402,Associate Professor,19,20,16,2,1,,,,,,1
1189,Fall 2018,UMNTC,AFRO,3125W,001,DIS,Black Visions of Liberation,"Brewer,Rose Marie",FA,9401,Professor,19,22,10,8,,,,,,1,3
1189,Fall 2018,UMNTC,AFRO,3251W,001,LEC,"Race, Class & Gender","Brewer,Rose Marie",FA,9401,Professor,22,24,4,14,4,,,,,,2
1189,Fall 2018,UMNTC,AFRO,3301,001,LEC,Black American Music,"Williams,Yolanda Y.",AP,9753,Lecturer,25,25,19,4,,,2,,,,
1189,Fall 2018,UMNTC,AFRO,3578,001,LEC,Arts of Africa,"Githire,Njeri",FA,9402,Associate Professor,10,11,2,6,1,,,,,1,1
1189,Fall 2018,UMNTC,AFRO,3597W,001,LEC,African American Literature I,"Wright,John S",FA,9401,Professor,12,14,3,6,3,,,,,,2
1189,Fall 2018,UMNTC,AFRO,3864,001,DIS,Afro-Am History: 1619 to 1865,"Mayes,Keith A",FA,9402,Associate Professor,21,24,14,6,,,1,,,,3
1189,Fall 2018,UMNTC,AFRO,3866,001,LEC,Civil Rights & Black Power Mvt,"Mayes,Keith A",FA,9402,Associate Professor,45,46,31,8,1,,2,,,3,1
1189,Fall 2018,UMNTC,AFRO,4105,001,LEC,Ways of Knowing: Black Worlds,"Onishi,Yuichiro",FA,9402,Associate Professor,15,15,9,6,,,,,,,
1189,Fall 2018,UMNTC,AGRO,1103,001,LEC,"Crops, Environment & Society","Sheaffer,Craig Charles",FA,9401,Professor,60,62,21,21,11,4,,,,3,2
1189,Fall 2018,UMNTC,AGRO,1660W,001,LEC,First-Year Colloquium,"Smith,Kevin Paul",FA,9401,Professor,24,32,4,11,4,,,,,5,8
1189,Fall 2018,UMNTC,AGRO,4096W,001,LEC,Professional Exp Internship,"Brakke,Mary Patricia",FA,9403T,Teaching Assistant Professor,13,13,8,5,,,,,,,
1189,Fall 2018,UMNTC,AGRO,4605,001,LEC,Strategies for Ag Prod & Mgmt,"Porter,Paul M",FA,9401,Professor,11,11,10,1,,,,,,,
1189,Fall 2018,UMNTC,AGRO,5021,001,LEC,Plant Breeding Principles,"Anderson,James Allan",FA,9401,Professor,20,20,9,8,1,1,,,,1,
1189,Fall 2018,UMNTC,AGRO,8241,001,LEC,Chromosomal & Molec Genetics,"Stupar,Robert M",FA,9402,Associate Professor,13,13,7,5,,,1,,,,
1189,Fall 2018,UMNTC,AHS,1101,001,LEC,Orientation to Health Careers,"Simpson,Scott W",AP,9705SC,Senior Career Counselor,125,127,107,11,2,1,4,,,,2
1189,Fall 2018,UMNTC,AHS,1102,001,LEC,Orientation to Health Careers,"Williams,Fred",AP,9705SC,Senior Career Counselor,40,41,32,2,1,,3,,,2,1
1189,Fall 2018,UMNTC,AHS,1102,002,LEC,Orientation to Health Careers,"Williams,Fred",AP,9705SC,Senior Career Counselor,40,40,37,1,1,,,,,1,
1189,Fall 2018,UMNTC,AHS,1600,001,LEC,The Future Physician I,"Todd,Tricia",AP,9745S4,Education Program Spec 4,292,294,220,46,14,7,,,,5,2
1189,Fall 2018,UMNTC,AHS,1600,001,LEC,The Future Physician I,"Slattengren DO,Andrew Heslin",FA,9403,Assistant Professor,292,294,220,46,14,7,,,,5,2
1189,Fall 2018,UMNTC,AHS,1602,001,FWK,The Future Physician III,"Todd,Tricia",AP,9745S4,Education Program Spec 4,20,20,14,1,3,,1,,,1,
1189,Fall 2018,UMNTC,AHS,1602,001,FWK,The Future Physician III,"Simpson,Scott W",AP,9705SC,Senior Career Counselor,20,20,14,1,3,,1,,,1,
1189,Fall 2018,UMNTC,AHS,2400,001,DIS,Writing a Personal Statement,"Williams,Fred",AP,9705SC,Senior Career Counselor,22,23,,,,,22,,,,1
1189,Fall 2018,UMNTC,AHS,2400,001,DIS,Writing a Personal Statement,"Lovold,Dana Mary Hegre",AP,9705SC,Senior Career Counselor,22,23,,,,,22,,,,1
1189,Fall 2018,UMNTC,AIR,1000,001,LAB,Leadership Laboratory,"Mason,Justin Kirk",,,,69,73,,,,,69,,,,4
1189,Fall 2018,UMNTC,AIR,1000,002,LAB,Leadership Laboratory,"Mason,Justin Kirk",,,,12,13,,,,,12,,,,1
1189,Fall 2018,UMNTC,AIR,1104,001,LEC,Heritage & Values US Air Force,"Hatzung,Daniel Mark",,,,11,11,9,1,1,,,,,,
1189,Fall 2018,UMNTC,AIR,1104,002,LEC,Heritage & Values US Air Force,"Hatzung,Daniel Mark",,,,25,26,24,,1,,,,,,1
1189,Fall 2018,UMNTC,ALL,1001,001,LEC,Asian Film and Animation,"Sinha,Suvadip",FA,9403,Assistant Professor,49,51,20,18,3,,6,,,2,2
1189,Fall 2018,UMNTC,ALL,3001,001,LEC,Reading Asian Cultures,"Rouzer,Paul F",FA,9401,Professor,77,77,59,15,1,,,,,2,
1189,Fall 2018,UMNTC,ALL,3336,001,LEC,Revol & Modern Chinese Lit,"McGrath,Jason",FA,9402,Associate Professor,67,70,44,21,1,,,,,1,3
1189,Fall 2018,UMNTC,ALL,3356W,001,LEC,Chinese Film,"McGrath,Jason",FA,9402,Associate Professor,54,55,38,13,3,,,,,,1
1189,Fall 2018,UMNTC,ALL,3362,001,LEC,Women Writers Chinese History,"Ma,Ning",FA,9402,Associate Professor,19,19,18,1,,,,,,,
1189,Fall 2018,UMNTC,ALL,3377,001,LEC,Buddhism in China,"Rouzer,Paul F",FA,9401,Professor,46,47,41,4,,,1,,,,1
1189,Fall 2018,UMNTC,ALL,3441,001,LEC,Japanese Theater,"Isaka,Maki",FA,9401,Professor,40,42,28,11,1,,,,,,2
1189,Fall 2018,UMNTC,ALL,3456,001,LEC,Japanese Film,"Marran,Christine L",FA,9401,Professor,66,72,47,14,1,,4,,,,6
1189,Fall 2018,UMNTC,ALL,3467,001,LEC,"Science Fiction, Empire, Japan","Posadas,Baryon Tensor",FA,9403,Assistant Professor,26,28,12,9,3,,,,,2,2
1189,Fall 2018,UMNTC,ALL,3556,001,LEC,Korean Film,"Workman,Travis",FA,9402,Associate Professor,29,31,15,7,3,,1,,,3,2
1189,Fall 2018,UMNTC,ALL,3576,001,LEC,Lang & Society of Two Koreas,"Cho,Hangtae",AP,9770,Senior Lecturer,43,44,24,15,2,,,,,2,1
1189,Fall 2018,UMNTC,ALL,3651,001,LEC,Ghosts of India,"Sinha,Suvadip",FA,9403,Assistant Professor,10,11,9,,,,,,,1,1
1189,Fall 2018,UMNTC,ALL,3820,001,LEC,Topics in Arab Culture,"Vanpee,Katrien",AP,9753,Lecturer,13,13,8,3,2,,,,,,
1189,Fall 2018,UMNTC,ALL,3867,001,LEC,Orientalism and the Arab World,"Sinha,Suvadip",FA,9403,Assistant Professor,10,10,7,2,,,,,,1,
1189,Fall 2018,UMNTC,ALL,3867,001,LEC,Orientalism and the Arab World,"Sajid,Nida",FA,9403,Assistant Professor,10,10,7,2,,,,,,1,
1189,Fall 2018,UMNTC,AMIN,1002,002,LEC,Indigenous Peoples Global Pers,"Hu Pegues,Juliana",FA,9403,Assistant Professor,29,31,8,13,6,,,,,2,2
1189,Fall 2018,UMNTC,AMIN,1002,002,LEC,Indigenous Peoples Global Pers,"DeLisle,Christine T",FA,9403,Assistant Professor,29,31,8,13,6,,,,,2,2
1189,Fall 2018,UMNTC,AMIN,1003,001,LEC,American Indians in MN,"Ghebregzi,Alex Anthony",AP,9754,Teaching Specialist,96,99,72,22,2,,,,,,3
1189,Fall 2018,UMNTC,AMIN,1003,002,LEC,American Indians in MN,"Ghebregzi,Alex Anthony",AP,9754,Teaching Specialist,101,101,93,8,,,,,,,
1189,Fall 2018,UMNTC,AMIN,1003,003,LEC,American Indians in MN,"Bendickson,Wayne Joseph",AP,9754,Teaching Specialist,30,31,15,11,1,3,,,,,1
1189,Fall 2018,UMNTC,AMIN,3201W,002,LEC,American Indian Literature,"Meland,Carter",AP,9770,Senior Lecturer,29,31,16,10,2,,,,,1,2
1189,Fall 2018,UMNTC,AMIN,3201W,003,LEC,American Indian Literature,"Power,Susan Mary",FA,9403A,Adjunct Assistant Professor,33,34,30,3,,,,,,,1
