TERM,TERM_DESCR,INSTITUTION,SUBJECT,CATALOG_NBR,CLASS_SECTION,COMPONENT_MAIN,DESCR,INSTRUCTOR NAME,UM_JOBCODE_GROUP,JOBCODE,JOBCODE_DESCR,COMPLETED HEADCOUNT,TOTAL HEADCOUNT,A_COUNT,B_COUNT,C_COUNT,D_COUNT,S_COUNT,P_COUNT,N_COUNT,F_COUNT,W_COUNT
1189,Fall 2018,UMNTC,SCMC,3001W,001,LEC,Hist of Cinema & Media Culture,"Stiffler,Brad",AP,9753,Lecturer,55,58,27,15,7,1,2,,,3,3
1189,Fall 2018,UMNTC,SCMC,3201,002,LAB,Digital Filmmaking I,"Snapko,James Thomas",AP,9754,Teaching Specialist,20,20,15,4,1,,,,,,
1189,Fall 2018,UMNTC,SCMC,5001,001,LEC,Debates Cinema/Media Culture,"Stout,Graeme",AP,9745S1,Education Program Spec 1,18,18,8,6,3,,,,,1,
1189,Fall 2018,UMNTC,SCO,2550,002,DIS,Business Statistics,"Papp,Oliver",AP,9753,Lecturer,90,93,45,34,8,3,,,,,3
1189,Fall 2018,UMNTC,SCO,2550,020,DIS,Business Statistics,"Papp,Oliver",AP,9753,Lecturer,60,68,15,27,12,1,,,,5,8
1189,Fall 2018,UMNTC,SCO,2550,003,DIS,Business Statistics,"Huchendorf,Steven Craig",AP,9770,Senior Lecturer,38,39,18,16,3,,,,,1,1
1189,Fall 2018,UMNTC,SCO,2550,004,DIS,Business Statistics,"Huchendorf,Steven Craig",AP,9770,Senior Lecturer,84,86,28,46,6,3,,,,1,2
1189,Fall 2018,UMNTC,SCO,2550,005,DIS,Business Statistics,"Huchendorf,Steven Craig",AP,9770,Senior Lecturer,102,112,31,48,16,4,,,,3,10
1189,Fall 2018,UMNTC,SCO,3001,001,LEC,Supply Chain and Operations,"Natarajan,Karthik V",FA,9403,Assistant Professor,95,95,22,68,5,,,,,,
1189,Fall 2018,UMNTC,SCO,3001,003,LEC,Supply Chain and Operations,"Natarajan,Karthik V",FA,9403,Assistant Professor,100,100,23,74,3,,,,,,
1189,Fall 2018,UMNTC,SCO,3001,005,LEC,Supply Chain and Operations,"Natarajan,Karthik V",FA,9403,Assistant Professor,58,58,12,43,3,,,,,,
1189,Fall 2018,UMNTC,SCO,3001,002,LEC,Supply Chain and Operations,"Quimby,David",AP,9770,Senior Lecturer,95,95,30,65,,,,,,,
1189,Fall 2018,UMNTC,SCO,3001,004,LEC,Supply Chain and Operations,"Quimby,David",AP,9770,Senior Lecturer,99,99,39,60,,,,,,,
1189,Fall 2018,UMNTC,SCO,3041,001,LEC,Project Mgmt,"Quimby,David",AP,9770,Senior Lecturer,35,35,20,14,1,,,,,,
1189,Fall 2018,UMNTC,SCO,3045,001,LEC,Sourcing & Supply Management,"Huang,Natalie",FA,9403,Assistant Professor,48,48,23,25,,,,,,,
1189,Fall 2018,UMNTC,SCO,3048,001,LEC,Transportation & Logistics Mgm,"Donohue,Karen Lisa",FA,9401,Professor,66,66,26,38,2,,,,,,
1189,Fall 2018,UMNTC,SCO,3051,001,LEC,Service Management,"Goldstein,Susan Meyer",FA,9402,Associate Professor,28,28,16,12,,,,,,,
1189,Fall 2018,UMNTC,SCO,3056,001,LEC,Supply Chain Planning /Control,"Buchner,Thomas Wayne",AP,9770,Senior Lecturer,64,65,17,45,2,,,,,,1
1189,Fall 2018,UMNTC,SCO,3059,001,LEC,Quality Mgmt & Lean Six Sigma,"Huchendorf,Steven Craig",AP,9770,Senior Lecturer,58,59,26,32,,,,,,,1
1189,Fall 2018,UMNTC,SCO,3072,001,LEC,Managing Tech in Supply Chain,"Mishra,Anant Abhijit",FA,9402,Associate Professor,48,48,19,29,,,,,,,
1189,Fall 2018,UMNTC,SCO,4065W,001,LEC,Supply Chain & Ops Strategy,"Goldstein,Susan Meyer",FA,9402,Associate Professor,24,24,11,13,,,,,,,
1189,Fall 2018,UMNTC,SCO,6041,060,LEC,Project Management,"Mishra,Anant Abhijit",FA,9402,Associate Professor,17,17,9,8,,,,,,,
1189,Fall 2018,UMNTC,SCO,6041,050,LEC,Project Management,"Quimby,David",AP,9770,Senior Lecturer,11,11,10,1,,,,,,,
1189,Fall 2018,UMNTC,SCO,6048,075,LEC,Logistics and Transportation,"Donohue,Karen Lisa",FA,9401,Professor,34,34,29,5,,,,,,,
1189,Fall 2018,UMNTC,SCO,6051,060,LEC,Service Management,"Goldstein,Susan Meyer",FA,9402,Associate Professor,19,19,12,7,,,,,,,
1189,Fall 2018,UMNTC,SCO,6098,055,LEC,Ops Excel. via Lean Thinking,"Shah,Rachna",FA,9402,Associate Professor,29,29,10,18,1,,,,,,
1189,Fall 2018,UMNTC,SCO,6190,095,LEC,Statistics,"Ajmani,Vivek Balraj",AP,9770I,Senior Lecturer,19,19,8,11,,,,,,,
1189,Fall 2018,UMNTC,SCO,6191,065,LEC,Big Data Analytics-Supp Chain,"Sinha,Kingshuk Kanti",FA,9401,Professor,30,31,30,,,,,,,,1
1189,Fall 2018,UMNTC,SCO,6290,095,LEC,Managing Supply Chain Ops,"Linderman,Kevin Wayne",FA,9401,Professor,20,20,17,3,,,,,,,
1189,Fall 2018,UMNTC,SENG,5707,001,LEC,Data Modeling,"Tokuda,Allan Douglas",AP,9754I,Teaching Specialist,20,22,16,3,1,,,,,,2
1189,Fall 2018,UMNTC,SENG,5801,001,LEC,Software Engr 1,"Heimdahl,Mats",FA,9401,Professor,20,22,18,2,,,,,,,2
1189,Fall 2018,UMNTC,SENG,5851,001,LEC,Software Proj Mgmt,"Mittal,Praveen",AP,9754I,Teaching Specialist,26,26,25,1,,,,,,,
1189,Fall 2018,UMNTC,SENG,5861,001,LEC,Software Architecture,"Whalen,Michael W",AP,9753I,Lecturer,26,26,17,9,,,,,,,
1189,Fall 2018,UMNTC,SENG,5861,001,LEC,Software Architecture,"Nieuwsma,Andrew David",AP,9754I,Teaching Specialist,26,26,17,9,,,,,,,
1189,Fall 2018,UMNTC,SENG,5899,001,LEC,Software Engineering Seminar,"Wendt,Kevin Daniel",AP,9754,Teaching Specialist,46,48,46,,,,,,,,2
1189,Fall 2018,UMNTC,SLHS,1301W,001,LEC,Phys/Biol-Language,"Winn,Matthew Brandon",FA,9403,Assistant Professor,34,36,11,16,5,1,,,,1,2
1189,Fall 2018,UMNTC,SLHS,1302,002,DIS,Judgments of Human Behavior,"Zhang,Yang",FA,9401,Professor,18,20,7,7,3,1,,,,,2
1189,Fall 2018,UMNTC,SLHS,1302,003,DIS,Judgments of Human Behavior,"Zhang,Yang",FA,9401,Professor,15,15,8,5,1,,1,,,,
1189,Fall 2018,UMNTC,SLHS,1401,001,LEC,Comm Differences & Disorders,"Sasisekaran,Jayanthi",FA,9402,Associate Professor,32,37,8,11,7,4,,,,2,5
1189,Fall 2018,UMNTC,SLHS,1911,001,DIS,Diversity Social Communication,"Stronach,Sheri Tracy",FA,9403,Assistant Professor,20,20,17,3,,,,,,,
1189,Fall 2018,UMNTC,SLHS,3302,001,LEC,Anat Physio of Speech Hearing,"Watson,Peter J",FA,9402,Associate Professor,51,54,21,19,11,,,,,,3
1189,Fall 2018,UMNTC,SLHS,3303,001,LEC,Language Acquisition & Science,"Finestack,Lizbeth H.",FA,9402,Associate Professor,17,17,4,13,,,,,,,
1189,Fall 2018,UMNTC,SLHS,3305W,001,LEC,Speech Science,"Watson,Peter J",FA,9402,Associate Professor,46,53,13,19,14,,,,,,7
1189,Fall 2018,UMNTC,SLHS,4301,001,LEC,Intro Neuro of Human Comm,"Zhang,Yang",FA,9401,Professor,58,60,21,26,9,2,,,,,2
1189,Fall 2018,UMNTC,SLHS,4402,001,LEC,Treatment in Speech-Lang Path,"Stronach,Sheri Tracy",FA,9403,Assistant Professor,59,59,31,24,4,,,,,,
1189,Fall 2018,UMNTC,SLHS,5401,001,LEC,Counseling/Professional Issues,"Angerman,Sarah Kay",AA,9352A2,Allied Health Care Manager 2.,46,46,44,2,,,,,,,
1189,Fall 2018,UMNTC,SLHS,5401,001,LEC,Counseling/Professional Issues,"Lulai,Rebecca Mary",AA,9352A2,Allied Health Care Manager 2.,46,46,44,2,,,,,,,
1189,Fall 2018,UMNTC,SLHS,5503,001,LEC,Fluency & Motor Speech Diso,"Sasisekaran,Jayanthi",FA,9402,Associate Professor,34,35,30,3,1,,,,,,1
1189,Fall 2018,UMNTC,SLHS,5504,001,LEC,Eval. and Mgmt. of Dysphagia,"Grittner,Jessica Mcneil Leier",AP,9753,Lecturer,33,34,33,,,,,,,,1
1189,Fall 2018,UMNTC,SLHS,5602,001,LEC,Speech Sound Disorders,"Munson,Benjamin",FA,9401,Professor,33,34,33,,,,,,,,1
1189,Fall 2018,UMNTC,SLHS,5603,001,LEC,Child Language Disorders,"Finestack,Lizbeth H.",FA,9402,Associate Professor,33,34,33,,,,,,,,1
1189,Fall 2018,UMNTC,SLHS,5806,001,LEC,Auditory Processing Disorders,"Angerman,Sarah Kay",AA,9352A2,Allied Health Care Manager 2.,20,20,18,2,,,,,,,
1189,Fall 2018,UMNTC,SMGT,1701,001,LEC,Intro to Sport Management,"Schull PhD,Vicki",AP,9753,Lecturer,124,125,66,40,13,4,,,,1,1
1189,Fall 2018,UMNTC,SMGT,3111,001,LEC,Sports Facility & Event Mgmt,"Hillestad,Derek",AP,9754,Teaching Specialist,45,45,4,32,9,,,,,,
1189,Fall 2018,UMNTC,SMGT,3143,001,LEC,Orgnztn & Mgmt of Sport,"Schull PhD,Vicki",AP,9753,Lecturer,49,49,33,12,2,,,,,2,
1189,Fall 2018,UMNTC,SMGT,3421,002,LEC,Business of Sport,"Jurgella,Jeffrey Sal",AP,9754,Teaching Specialist,39,40,22,11,5,,,,,1,1
1189,Fall 2018,UMNTC,SMGT,3501,005,LEC,Sport in a Diverse Society,"Lewis,Leo E.",AP,9754,Teaching Specialist,27,30,5,18,1,2,,,,1,3
1189,Fall 2018,UMNTC,SMGT,3501,003,LEC,Sport in a Diverse Society,"LaVoi PhD,Nicole M.",AP,9770,Senior Lecturer,32,33,8,16,8,,,,,,1
1189,Fall 2018,UMNTC,SMGT,3501,004,LEC,Sport in a Diverse Society,"Kane PhD,Mary Jo",FA,9401,Professor,34,35,16,16,2,,,,,,1
1189,Fall 2018,UMNTC,SMGT,3501,001,LEC,Sport in a Diverse Society,"Thul PhD,Chelsey",AP,9753,Lecturer,35,35,16,16,2,1,,,,,
1189,Fall 2018,UMNTC,SMGT,3501,002,LEC,Sport in a Diverse Society,"Thul PhD,Chelsey",AP,9753,Lecturer,23,24,11,10,2,,,,,,1
1189,Fall 2018,UMNTC,SMGT,3601,001,LEC,Ethics and Values in Sport,"Inoue PhD,Yuhei",FA,9402,Associate Professor,46,47,22,21,3,,,,,,1
1189,Fall 2018,UMNTC,SMGT,3632,001,LEC,Sport Sales  and Fundraising,"Schull PhD,Vicki",AP,9753,Lecturer,26,26,16,9,,,,,,1,
1189,Fall 2018,UMNTC,SMGT,3861,002,LEC,Sport and Recreation Law,"Nelson,Andrew McDaniel",CS,8318P4,Athletics Ops Professional 4,38,39,25,8,4,1,,,,,1
1189,Fall 2018,UMNTC,SMGT,3861,001,LEC,Sport and Recreation Law,"Blazar,Sandy Wang",AP,9753,Lecturer,42,42,24,15,3,,,,,,
1189,Fall 2018,UMNTC,SMGT,3881W,001,LEC,Senior Seminar - Sport Mgmt,"Kihl PhD,Lisa A",FA,9402,Associate Professor,16,17,9,4,3,,,,,,1
1189,Fall 2018,UMNTC,SMGT,3881W,003,LEC,Senior Seminar - Sport Mgmt,"Kihl PhD,Lisa A",FA,9402,Associate Professor,17,17,12,4,,1,,,,,
1189,Fall 2018,UMNTC,SMLI,1221,001,LEC,Beginning Somali,"Ahmed,Said Salah",AP,9754,Teaching Specialist,8,10,2,6,,,,,,,2
1189,Fall 2018,UMNTC,SMLI,1225,001,LEC,Accelerated Beginning Somali I,"Ahmed,Said Salah",AP,9754,Teaching Specialist,32,32,16,16,,,,,,,
1189,Fall 2018,UMNTC,SOC,1001,001,LEC,Introduction to Sociology,"Meier,Ann",FA,9401,Professor,224,232,104,91,21,3,2,,,3,8
1189,Fall 2018,UMNTC,SOC,1001,015,LEC,Introduction to Sociology,"Logan,Enid",FA,9402,Associate Professor,226,230,81,130,7,4,1,,,3,4
1189,Fall 2018,UMNTC,SOC,1101,001,LEC,"Law, Crime, & Punishment","Ferrales,Gabrielle",FA,9403,Assistant Professor,139,140,133,3,1,,,,,2,1
1189,Fall 2018,UMNTC,SOC,1571,003,LEC,Intro to Sociology,"Altrichter,Shanna L",AP,9771,Senior Teaching Specialist,34,35,8,20,3,2,,,,1,1
1189,Fall 2018,UMNTC,SOC,1571,004,LEC,Intro to Sociology,"Altrichter,Shanna L",AP,9771,Senior Teaching Specialist,36,36,12,19,3,,,,,2,
1189,Fall 2018,UMNTC,SOC,1571,005,LEC,Intro to Sociology,"Altrichter,Shanna L",AP,9771,Senior Teaching Specialist,27,27,8,11,7,,,,,1,
1189,Fall 2018,UMNTC,SOC,1571,001,LEC,Intro to Sociology,"Dingel,Molly J.",FA,9402,Associate Professor,28,29,8,18,2,,,,,,1
1189,Fall 2018,UMNTC,SOC,1571,002,LEC,Intro to Sociology,"Dingel,Molly J.",FA,9402,Associate Professor,28,28,2,18,6,2,,,,,
1189,Fall 2018,UMNTC,SOC,3090,001,LEC,Topics in Sociology,"Abdel Salam,Hassan",FA,9403,Assistant Professor,30,30,27,1,1,,,,,1,
1189,Fall 2018,UMNTC,SOC,3101,001,LEC,Soc Persp on Crim Justice Syst,"Page,Joshua A",FA,9402,Associate Professor,97,100,41,37,7,9,,,,3,3
1189,Fall 2018,UMNTC,SOC,3201,001,LEC,Intro to Stratification,"Wrigley-Field,Elizabeth",FA,9403,Assistant Professor,75,78,49,15,6,,,,,5,3
1189,Fall 2018,UMNTC,SOC,3246,001,LEC,Disease Disaster & Oth Killers,"Wrigley-Field,Elizabeth",FA,9403,Assistant Professor,77,80,64,8,3,1,,,,1,3
1189,Fall 2018,UMNTC,SOC,3411W,001,LEC,Organizations and Society,"Knoke,David Harmon",FA,9401,Professor,60,60,33,21,4,,,,,2,
1189,Fall 2018,UMNTC,SOC,3452,001,LEC,Education and Society,"Warren,John R",FA,9401,Professor,46,48,27,14,5,,,,,,2
1189,Fall 2018,UMNTC,SOC,3503,001,LEC,"Asian Am Id, Families & Comm","Swartz,Teresa Toguchi",FA,9402,Associate Professor,15,15,13,,,,,,,2,
1189,Fall 2018,UMNTC,SOC,3701,001,LEC,Social Theory,"Broadbent,Jeffrey Praed",FA,9401,Professor,51,53,25,17,3,2,,,,4,2
1189,Fall 2018,UMNTC,SOC,3701,002,LEC,Social Theory,"Hull,Kathleen E",FA,9402,Associate Professor,76,78,45,18,9,1,,,,3,2
1189,Fall 2018,UMNTC,SOC,3801,001,LEC,Sociological Research Methods,"DeWaard,Jack",FA,9403,Assistant Professor,98,104,42,37,16,,,,,3,6
1189,Fall 2018,UMNTC,SOC,3811,001,LEC,Social Statistics,"Knoke,David Harmon",FA,9401,Professor,198,203,145,33,12,,,,,8,5
1189,Fall 2018,UMNTC,SOC,4101W,001,LEC,Sociology of Law,"Ferrales,Gabrielle",FA,9403,Assistant Professor,48,53,26,18,2,,,,,2,5
1189,Fall 2018,UMNTC,SOC,4106,001,LEC,Crime on TV,"Page,Joshua A",FA,9402,Associate Professor,77,81,66,11,,,,,,,4
1189,Fall 2018,UMNTC,SOC,4125,001,LEC,Policing America,"Phelps,Michelle Suzanne",FA,9403,Assistant Professor,47,47,20,25,2,,,,,,
1189,Fall 2018,UMNTC,SOC,4142,001,LEC,Adolescents and Legal System,"Malmquist,Carl P",FA,9401,Professor,40,40,12,22,4,1,,,,1,
1189,Fall 2018,UMNTC,SOC,4161,001,LEC,Criminal Law,"Samaha,Joel B",FA,9401,Professor,59,59,46,11,2,,,,,,
1189,Fall 2018,UMNTC,SOC,4246,001,LEC,Sociology of Health & Illness,"Roberts,Evan",FA,9403R,Research Assistant Professor,72,77,34,25,10,,,,,3,5
1189,Fall 2018,UMNTC,SOC,4309,001,LEC,Religion in Public Life,"Edgell,Penny A",AA,9312,Associate Dean,16,16,11,5,,,,,,,
1189,Fall 2018,UMNTC,SOC,4321,001,LEC,Globalize This!,"Goldman,Michael R",FA,9402,Associate Professor,15,15,12,3,,,,,,,
1189,Fall 2018,UMNTC,SOC,4821,001,LEC,Measuring the Social World,"Liebler,Carolyn",FA,9402,Associate Professor,19,20,18,1,,,,,,,1
1189,Fall 2018,UMNTC,SOC,4966W,001,LEC,Capstone Experience: Seminar,"Bian,Yanjie",FA,9401,Professor,57,57,41,13,3,,,,,,
1189,Fall 2018,UMNTC,SOC,4977V,001,LEC,Sr Honors Prosem I,"Gerteis,Joseph Howard",FA,9402,Associate Professor,13,14,11,2,,,,,,,1
1189,Fall 2018,UMNTC,SOC,8721,001,LEC,Social Psychology,"Mortimer,Jeylan T",FA,9401,Professor,10,10,8,2,,,,,,,
1189,Fall 2018,UMNTC,SOIL,2125,001,LEC,Basic Soil Science,"Bell,Jay",FA,9401,Professor,64,64,35,22,6,1,,,,,
1189,Fall 2018,UMNTC,SOIL,2125,002,LAB,Basic Soil Science,"Bell,Jay",FA,9401,Professor,64,64,35,22,6,1,,,,,
1189,Fall 2018,UMNTC,SOIL,2125,007,LEC,Basic Soil Science,"Bell,Jay",FA,9401,Professor,22,22,9,11,2,,,,,,
1189,Fall 2018,UMNTC,SOIL,2125,009,LAB,Basic Soil Science,"Bell,Jay",FA,9401,Professor,22,22,9,11,2,,,,,,
1189,Fall 2018,UMNTC,SOIL,2601,001,LEC,The Social Life of Soil,"Ballen,Karen G",AP,9753I,Lecturer,75,78,42,18,2,2,9,,,2,3
1189,Fall 2018,UMNTC,SOIL,5555,001,LEC,Wetland Soils,"Bell,Jay",FA,9401,Professor,12,13,8,4,,,,,,,1
1189,Fall 2018,UMNTC,SPAN,1001,001,LEC,Beginning Spanish,"Brown,Cecily F",AP,9770,Senior Lecturer,25,26,10,10,2,1,1,,,1,1
1189,Fall 2018,UMNTC,SPAN,1001,002,LEC,Beginning Spanish,"Brown,Cecily F",AP,9770,Senior Lecturer,19,21,10,4,3,1,1,,,,2
1189,Fall 2018,UMNTC,SPAN,1001,004,LEC,Beginning Spanish,"Brown,Cecily F",AP,9770,Senior Lecturer,24,25,6,13,2,,1,,,2,1
1189,Fall 2018,UMNTC,SPAN,1001,005,LEC,Beginning Spanish,"Anderson,Stephanie Leah",AP,9771,Senior Teaching Specialist,17,23,2,8,3,1,3,,,,6
1189,Fall 2018,UMNTC,SPAN,1003,002,LEC,Intermediate Span,"Pogatshnik,Mary Elizabeth",AP,9771,Senior Teaching Specialist,24,25,9,10,2,,2,,,1,1
1189,Fall 2018,UMNTC,SPAN,1003,003,LEC,Intermediate Span,"Pogatshnik,Mary Elizabeth",AP,9771,Senior Teaching Specialist,25,25,10,12,2,,,,,1,
1189,Fall 2018,UMNTC,SPAN,1003,006,LEC,Intermediate Span,"Pogatshnik,Mary Elizabeth",AP,9771,Senior Teaching Specialist,24,25,6,10,1,1,5,,1,,1
1189,Fall 2018,UMNTC,SPAN,1003,301,LEC,Intermediate Span,"Lopez,Maria Emilce",AP,9771,Senior Teaching Specialist,16,18,,2,1,2,7,,3,1,2
1189,Fall 2018,UMNTC,SPAN,1003,010,LEC,Intermediate Span,"Lake,Elizabeth Christine",AP,9771,Senior Teaching Specialist,25,25,2,16,4,,3,,,,
1189,Fall 2018,UMNTC,SPAN,1003,013,LEC,Intermediate Span,"Lake,Elizabeth Christine",AP,9771,Senior Teaching Specialist,24,24,9,8,6,,1,,,,
1189,Fall 2018,UMNTC,SPAN,1003,005,LEC,Intermediate Span,"Eiffler,Edward E",AP,9771,Senior Teaching Specialist,23,24,7,13,1,,2,,,,1
1189,Fall 2018,UMNTC,SPAN,1003,007,LEC,Intermediate Span,"Wiesinger,Andrew David",AP,9771,Senior Teaching Specialist,19,21,2,10,5,1,1,,,,2
1189,Fall 2018,UMNTC,SPAN,1003,015,LEC,Intermediate Span,"Wiesinger,Andrew David",AP,9771,Senior Teaching Specialist,23,25,2,15,3,,3,,,,2
1189,Fall 2018,UMNTC,SPAN,1003,018,LEC,Intermediate Span,"Wiesinger,Andrew David",AP,9771,Senior Teaching Specialist,23,23,1,14,6,,2,,,,
1189,Fall 2018,UMNTC,SPAN,1003,019,LEC,Intermediate Span,"Wiesinger,Andrew David",AP,9771,Senior Teaching Specialist,23,23,4,13,5,1,,,,,
1189,Fall 2018,UMNTC,SPAN,1003,016,LEC,Intermediate Span,"Beamish-Brown,Kristin Jill",AP,9771,Senior Teaching Specialist,23,24,11,10,2,,,,,,1
1189,Fall 2018,UMNTC,SPAN,1003,011,LEC,Intermediate Span,"Galicia Estevez,Marisol",AP,9771,Senior Teaching Specialist,23,24,7,7,4,,4,,,1,1
1189,Fall 2018,UMNTC,SPAN,1003,012,LEC,Intermediate Span,"Galicia Estevez,Marisol",AP,9771,Senior Teaching Specialist,25,25,5,7,1,,10,,1,1,
1189,Fall 2018,UMNTC,SPAN,1003,014,LEC,Intermediate Span,"Galicia Estevez,Marisol",AP,9771,Senior Teaching Specialist,22,24,4,10,1,,7,,,,2
1189,Fall 2018,UMNTC,SPAN,1003,021,LEC,Intermediate Span,"Galicia Estevez,Marisol",AP,9771,Senior Teaching Specialist,24,25,5,10,1,3,4,,1,,1
1189,Fall 2018,UMNTC,SPAN,1003,017,LEC,Intermediate Span,"Nezirevic,Erma",AP,9753,Lecturer,24,24,7,9,1,,6,,,1,
1189,Fall 2018,UMNTC,SPAN,1003,008,LEC,Intermediate Span,"Finney,Sara Renee",AP,9753,Lecturer,25,25,3,9,5,,7,,,1,
1189,Fall 2018,UMNTC,SPAN,1003,009,LEC,Intermediate Span,"Finney,Sara Renee",AP,9753,Lecturer,21,23,5,12,1,,2,,,1,2
1189,Fall 2018,UMNTC,SPAN,1004,010,LEC,Intermediate Span,"Mattos,Marilena S",AP,9771,Senior Teaching Specialist,21,24,3,9,4,,5,,,,3
1189,Fall 2018,UMNTC,SPAN,1004,016,LEC,Intermediate Span,"Mattos,Marilena S",AP,9771,Senior Teaching Specialist,24,25,5,9,3,1,5,,,1,1
1189,Fall 2018,UMNTC,SPAN,1004,006,LEC,Intermediate Span,"Santana,Vanessa E.",AP,9771,Senior Teaching Specialist,25,25,4,13,4,1,3,,,,
1189,Fall 2018,UMNTC,SPAN,1004,013,LEC,Intermediate Span,"Santana,Vanessa E.",AP,9771,Senior Teaching Specialist,22,24,6,8,3,,5,,,,2
1189,Fall 2018,UMNTC,SPAN,1004,017,LEC,Intermediate Span,"Santana,Vanessa E.",AP,9771,Senior Teaching Specialist,22,24,9,7,4,,2,,,,2
1189,Fall 2018,UMNTC,SPAN,1004,018,LEC,Intermediate Span,"Santana,Vanessa E.",AP,9771,Senior Teaching Specialist,23,23,10,9,3,,1,,,,
1189,Fall 2018,UMNTC,SPAN,1004,004,LEC,Intermediate Span,"Mack PhD,Sara",AP,9770,Senior Lecturer,21,22,9,8,3,,1,,,,1
1189,Fall 2018,UMNTC,SPAN,1004,006,LEC,Intermediate Span,"Mack PhD,Sara",AP,9770,Senior Lecturer,25,25,4,13,4,1,3,,,,
1189,Fall 2018,UMNTC,SPAN,1004,011,LEC,Intermediate Span,"Anderson,Stephanie Leah",AP,9771,Senior Teaching Specialist,24,24,3,6,7,1,7,,,,
1189,Fall 2018,UMNTC,SPAN,1004,015,LEC,Intermediate Span,"Anderson,Stephanie Leah",AP,9771,Senior Teaching Specialist,24,25,8,8,2,,6,,,,1
1189,Fall 2018,UMNTC,SPAN,1004,301,LEC,Intermediate Span,"Anderson,Stephanie Leah",AP,9771,Senior Teaching Specialist,23,26,,2,6,1,10,,4,,3
1189,Fall 2018,UMNTC,SPAN,1004,002,LEC,Intermediate Span,"Eiffler,Edward E",AP,9771,Senior Teaching Specialist,23,24,11,7,2,,3,,,,1
1189,Fall 2018,UMNTC,SPAN,1004,005,LEC,Intermediate Span,"Eiffler,Edward E",AP,9771,Senior Teaching Specialist,24,24,6,10,4,,3,,1,,
1189,Fall 2018,UMNTC,SPAN,1004,007,LEC,Intermediate Span,"Sanchez-Vargas,Adriana Ximena",AP,9771,Senior Teaching Specialist,25,25,6,12,1,,6,,,,
1189,Fall 2018,UMNTC,SPAN,1004,008,LEC,Intermediate Span,"Sanchez-Vargas,Adriana Ximena",AP,9771,Senior Teaching Specialist,25,25,16,6,3,,,,,,
1189,Fall 2018,UMNTC,SPAN,1004,020,LEC,Intermediate Span,"Sanchez-Vargas,Adriana Ximena",AP,9771,Senior Teaching Specialist,22,24,6,9,3,,4,,,,2
1189,Fall 2018,UMNTC,SPAN,1004,004,LEC,Intermediate Span,"Galicia Estevez,Marisol",AP,9771,Senior Teaching Specialist,21,22,9,8,3,,1,,,,1
1189,Fall 2018,UMNTC,SPAN,1004,009,LEC,Intermediate Span,"Hoffman-Gonzalez,Anne C",AP,9753,Lecturer,22,22,3,7,4,,8,,,,
1189,Fall 2018,UMNTC,SPAN,1004,003,LEC,Intermediate Span,"Collman,Joy E",AP,9771,Senior Teaching Specialist,23,24,10,10,1,,2,,,,1
1189,Fall 2018,UMNTC,SPAN,1014,001,LEC,Business Span,"Hoffman-Gonzalez,Anne C",AP,9753,Lecturer,20,20,5,11,1,,3,,,,
1189,Fall 2018,UMNTC,SPAN,1022,016,LEC,Alt Second-Sem Spanish,"Arnold,Michael D",AP,9753,Lecturer,22,25,5,14,1,,1,,,1,3
1189,Fall 2018,UMNTC,SPAN,1022,003,LEC,Alt Second-Sem Spanish,"Conrad,Craig",AP,9771,Senior Teaching Specialist,20,24,7,10,2,,1,,,,4
1189,Fall 2018,UMNTC,SPAN,1022,007,LEC,Alt Second-Sem Spanish,"Conrad,Craig",AP,9771,Senior Teaching Specialist,22,24,3,13,2,1,2,,,1,2
1189,Fall 2018,UMNTC,SPAN,1022,008,LEC,Alt Second-Sem Spanish,"Conrad,Craig",AP,9771,Senior Teaching Specialist,21,23,4,8,2,1,6,,,,2
1189,Fall 2018,UMNTC,SPAN,1022,004,LEC,Alt Second-Sem Spanish,"Matos-Schultz,F.",AP,9770,Senior Lecturer,24,24,7,11,5,,1,,,,
1189,Fall 2018,UMNTC,SPAN,1022,005,LEC,Alt Second-Sem Spanish,"Matos-Schultz,F.",AP,9770,Senior Lecturer,20,23,4,5,7,,3,,,1,3
1189,Fall 2018,UMNTC,SPAN,1022,013,LEC,Alt Second-Sem Spanish,"Castro,Cristina Isabel",AP,9771,Senior Teaching Specialist,24,24,4,9,6,1,2,,2,,
1189,Fall 2018,UMNTC,SPAN,1022,014,LEC,Alt Second-Sem Spanish,"Castro,Cristina Isabel",AP,9771,Senior Teaching Specialist,17,20,8,4,4,,1,,,,3
1189,Fall 2018,UMNTC,SPAN,1022,010,LEC,Alt Second-Sem Spanish,"Sanchez-Vargas,Adriana Ximena",AP,9771,Senior Teaching Specialist,20,21,7,7,2,,4,,,,1
1189,Fall 2018,UMNTC,SPAN,1022,011,LEC,Alt Second-Sem Spanish,"Nezirevic,Erma",AP,9753,Lecturer,23,24,1,13,7,,2,,,,1
1189,Fall 2018,UMNTC,SPAN,1022,012,LEC,Alt Second-Sem Spanish,"Nezirevic,Erma",AP,9753,Lecturer,24,25,2,17,2,,3,,,,1
1189,Fall 2018,UMNTC,SPAN,1022,006,LEC,Alt Second-Sem Spanish,"Collman,Joy E",AP,9771,Senior Teaching Specialist,23,23,10,8,3,,1,,,1,
1189,Fall 2018,UMNTC,SPAN,1044,001,LEC,Interm Med Span,"Lopez,Maria Emilce",AP,9771,Senior Teaching Specialist,17,18,7,6,1,,3,,,,1
