,SUBJECT,CATALOG_NBR,DESCR,COMPLETED HEADCOUNT,TOTAL HEADCOUNT,A_COUNT,B_COUNT,C_COUNT,D_COUNT,S_COUNT,P_COUNT,N_COUNT,F_COUNT,W_COUNT
303,BIOC,5351,Protein Engineering,24,26,14,8,2,0,0,0,0,0,2
304,BIOC,5361,Microbial Genomics,21,21,6,14,1,0,0,0,0,0,0
305,BIOC,6021,Biochemistry,10,10,6,3,1,0,0,0,0,0,0
306,BIOC,8006,Biochem: Metabolism & Control,17,18,8,8,1,0,0,0,0,0,1
307,BIOC,8007,Molecular Biology of DNA,30,30,15,14,0,1,0,0,0,0,0
308,BIOC,8008,Molecular Biology of RNA,26,28,22,4,0,0,0,0,0,0,2
309,BIOL,1001,Evolution & Ecology,667,678,167,248,79,11,140,0,10,12,11
310,BIOL,1001H,Evolution & Ecology,17,17,16,1,0,0,0,0,0,0,0
311,BIOL,1003,Evolution and Biology of Sex,440,451,143,130,42,6,110,0,6,3,11
312,BIOL,1009,General Biology,895,974,160,360,279,52,19,0,3,22,79
313,BIOL,1012,Human Biology,426,452,120,176,62,6,48,0,6,8,26
314,BIOL,1015,Human Physiology,96,97,32,27,9,1,25,0,1,1,1
315,BIOL,1052,Envir. Biol.: Sci & Solutions,50,50,20,21,5,0,3,0,0,1,0
316,BIOL,1055,Envir. Biol. with Lab,90,93,38,21,9,1,18,0,1,2,3
317,BIOL,1805,Nature of Life,593,595,0,0,0,0,588,0,5,0,2
318,BIOL,1911,Curing Cancer,36,40,34,2,0,0,0,0,0,0,4
319,BIOL,1912,Photographing the U Community,38,40,38,0,0,0,0,0,0,0,2
320,BIOL,1913,Evol-Creationism Controversy,20,20,19,0,1,0,0,0,0,0,0
321,BIOL,1916,Visualizing Results,16,16,11,1,2,0,0,0,0,2,0
322,BIOL,1917,Experimental Evolution,16,17,16,0,0,0,0,0,0,0,1
323,BIOL,1918,Evolutionary Perspectives,19,20,16,2,1,0,0,0,0,0,1
324,BIOL,1919,Native Plants and Native Foods,14,17,13,1,0,0,0,0,0,0,3
325,BIOL,1951, Foundations of Biology I,372,386,90,198,66,10,0,0,0,8,14
326,BIOL,1951H,Foundations of Biology I,38,40,34,4,0,0,0,0,0,0,2
327,BIOL,2001,Career Planning for Biologists,15,15,0,0,0,0,14,0,1,0,0
328,BIOL,2003,Foundations of Biology II,614,624,212,338,56,6,0,0,0,2,10
329,BIOL,2003H,Foundations of Biology II,62,62,56,6,0,0,0,0,0,0,0
330,BIOL,2012,General Zoology,71,73,28,31,8,2,0,0,0,2,2
331,BIOL,2331,Anatomy and Physiology I,123,160,23,44,44,10,0,0,0,2,37
332,BIOL,2905,"Nature of Life, Part III",459,460,0,0,0,0,448,0,11,0,1
333,BIOL,2960H,Exploring Research in Biol Sci,76,76,75,0,1,0,0,0,0,0,0
334,BIOL,3001,Nature of Science and Research,68,69,0,0,0,0,68,0,0,0,1
335,BIOL,3020,Molecular Biology and Society,517,523,0,0,0,0,460,0,57,0,6
336,BIOL,3209,Evol-Creationism Controversy,37,38,25,8,3,0,0,0,0,1,1
337,BIOL,3211,Physiology of Humans & Animals,120,120,50,47,18,5,0,0,0,0,0
338,BIOL,3272,Applied Biostatistics,20,23,3,6,8,1,0,0,0,2,3
339,BIOL,3311,Genetics,32,33,8,15,8,1,0,0,0,0,1
340,BIOL,3344,Microbiology,92,94,6,50,34,2,0,0,0,0,2
341,BIOL,3503,Biology of Aging,16,18,12,4,0,0,0,0,0,0,2
342,BIOL,3700,Undergraduate Seminar,15,15,9,6,0,0,0,0,0,0,0
343,BIOL,4003,Genetics,427,437,177,210,36,2,1,0,0,1,10
344,BIOL,4004,Cell Biology,212,231,87,83,31,7,2,0,0,2,19
345,BIOL,4312,Mol/Cell Biol,12,12,10,1,0,0,0,0,0,1,0
346,BIOL,4590,Coral Reef Ecology,17,18,15,2,0,0,0,0,0,0,1
347,BIOL,4960H,Biol Thesis: Lit Review,55,59,54,1,0,0,0,0,0,0,4
348,BIOL,5272,Applied Biostatistics,14,15,4,6,4,0,0,0,0,0,1
349,BIOL,8100,Improvisation for Scientists,15,16,0,0,0,0,15,0,0,0,1
350,BLAW,3058,Law of Contracts and Agency,157,176,71,51,30,3,0,0,0,2,19
351,BLAW,3059,Real Estate Law,33,34,23,10,0,0,0,0,0,0,1
352,BMEN,1601,BME Undergrad Seminar I,162,171,118,42,1,0,0,0,0,1,9
353,BMEN,2401,Biomedical Programming,111,113,45,61,4,0,0,0,0,1,2
354,BMEN,2501,Cell and Molecular Biology,212,222,24,138,46,2,0,0,0,2,10
355,BMEN,3011,Biomechanics,77,77,24,47,5,1,0,0,0,0,0
356,BMEN,3015,Biomech. Lab,77,77,57,20,0,0,0,0,0,0,0
357,BMEN,3211,Bioelec./Bioinstr.,154,156,42,54,54,4,0,0,0,0,2
358,BMEN,3215,Bioelec./Bioinstr. Lab,152,154,80,68,4,0,0,0,0,0,2
359,BMEN,3601,BME Careers and Practice,22,22,20,2,0,0,0,0,0,0,0
360,BMEN,4001W,BME Engineering Design I,75,75,39,35,0,1,0,0,0,0,0
361,BMEN,4011,CAD/CAE of Bioelectr.Devices,27,28,24,3,0,0,0,0,0,0,1
362,BMEN,4013,CAD of Biomechl/transport Devi,44,46,33,11,0,0,0,0,0,0,2
363,BMEN,4015,CAE of Biomech/transport Devic,20,21,20,0,0,0,0,0,0,0,1
364,BMEN,5001,Adv Biomats,26,27,9,17,0,0,0,0,0,0,1
365,BMEN,5201,Adv Biomech,41,42,17,24,0,0,0,0,0,0,1
366,BMEN,5321,Microfluidics in Bio/Med,13,13,11,2,0,0,0,0,0,0,0
367,BMEN,5351,Cell Eng,32,32,9,23,0,0,0,0,0,0,0
368,BMEN,5361,3D Bioprinting,29,29,17,12,0,0,0,0,0,0,0
369,BMEN,5401,Biomedical Imaging,18,18,17,1,0,0,0,0,0,0,0
370,BMEN,5411,Neural Engineering,28,29,9,16,3,0,0,0,0,0,1
371,BMEN,5412,Neuromodulation,24,24,13,10,1,0,0,0,0,0,0
372,BMEN,8501,Dynamical Systems in Biology,19,19,9,8,2,0,0,0,0,0,0
373,BMEN,8611,Professional Skills/Ethics BME,22,22,13,9,0,0,0,0,0,0,0
374,BSE,2001,Intro to BSE,145,148,133,8,0,0,0,0,0,4,3
375,BSE,3361W,Geography and Public Policy,27,29,11,10,4,0,0,0,0,2,2
376,BTHX,5325,Biomedical Ethics,14,15,9,5,0,0,0,0,0,0,1
377,CEGE,1501,Environmental Issues Solutions,113,123,38,50,9,1,13,0,0,2,10
378,CEGE,3101,Computer Applications I,56,57,19,25,12,0,0,0,0,0,1
379,CEGE,3102,Uncertainty & Decision Analy,53,58,15,25,10,2,0,0,0,1,5
380,CEGE,3201,Transportation Engineering,23,23,10,6,5,1,0,0,0,1,0
381,CEGE,3202,Surveying & Mapping,33,34,26,5,0,0,0,0,0,2,1
382,CEGE,3301,Soil Mechanics I,37,37,8,10,13,6,0,0,0,0,0
383,CEGE,3401,Linear Structural Analysis,41,43,5,18,16,0,0,0,0,2,2
384,CEGE,3402W,Civil Engineering Materials,68,70,20,40,8,0,0,0,0,0,2
385,CEGE,3501,Environmental Engineering,61,64,11,26,16,5,0,0,0,3,3
386,CEGE,3502,Fluid Mechanics,55,55,27,24,3,0,0,0,0,1,0
387,CEGE,3541,Environmental Engineering Lab,15,15,6,8,1,0,0,0,0,0,0
388,CEGE,4011,Special Topics,61,61,31,26,4,0,0,0,0,0,0
389,CEGE,4101,Project Mgmt & Engrg Economics,39,39,13,23,2,1,0,0,0,0,0
390,CEGE,4102W,Capstone Design,48,48,30,18,0,0,0,0,0,0,0
391,CEGE,4253,Pavement Engineering,11,11,8,3,0,0,0,0,0,0,0
392,CEGE,4301,Soil Mechanics II,42,42,15,18,9,0,0,0,0,0,0
393,CEGE,4351,Groundwater Mechanics,20,20,6,8,6,0,0,0,0,0,0
394,CEGE,4401,Steel Concrete Design,23,24,7,13,3,0,0,0,0,0,1
395,CEGE,4413,Steel Design II,32,32,19,11,2,0,0,0,0,0,0
396,CEGE,4501,Hydrologic Design,26,26,12,14,0,0,0,0,0,0,0
397,CEGE,4502,Water and Wastewater Treatment,42,42,13,20,8,1,0,0,0,0,0
398,CEGE,5180,Special Topics,30,30,17,11,2,0,0,0,0,0,0
399,CEGE,5411,Appl Struct Mech,12,13,9,3,0,0,0,0,0,0,1
400,CEGE,5541,Environmental Water Chemistry,23,23,13,10,0,0,0,0,0,0,0
401,CEGE,5551,Enviromental Microbiology,28,28,7,14,7,0,0,0,0,0,0
402,CEGE,8421,Structural Dynamics,15,15,8,6,1,0,0,0,0,0,0
403,CFAN,1102,PES Seminar,24,25,11,11,2,0,0,0,0,0,1
404,CFAN,1902,Ways of Knowing and Science,30,30,26,2,0,0,2,0,0,0,0
405,CFAN,2333,"Insects, Microbes, and Plants",98,98,32,50,12,2,0,0,0,2,0
406,CFAN,3002,Transfer Student Seminar,24,24,22,2,0,0,0,0,0,0,0
407,CFAN,3096,Mkg the Most of your Internshp,85,85,77,7,1,0,0,0,0,0,0
408,CFAN,3201,Career and Internship Prep,43,44,25,9,5,2,0,0,0,2,1
409,CFAN,3520,Germany: Renewable Energy,44,44,40,0,0,0,0,0,4,0,0
410,CHEM,1015,Intro Chem: Lecture,1103,1231,262,448,270,83,5,0,4,31,128
411,CHEM,1017,INTRO CHEM: LAB,357,374,220,95,31,7,0,0,0,4,17
412,CHEM,1061,Chem Prin I,985,1033,143,295,438,73,1,0,0,35,48
413,CHEM,1062,Chem Prin II,649,694,178,191,233,30,0,0,0,17,45
414,CHEM,1065,Chem Prin I Lab,1295,1329,612,612,59,9,0,0,0,3,34
415,CHEM,1066,Chem Prin II Lab,618,638,235,298,81,1,0,0,0,3,20
416,CHEM,1071H,Honors Chem I,90,93,55,31,4,0,0,0,0,0,3
417,CHEM,1075H,Honors Chem I Lab,91,93,70,21,0,0,0,0,0,0,2
418,CHEM,1081,Chemistry for Life Sciences I,338,360,90,123,111,11,0,0,0,3,22
419,CHEM,1331,Chem Structures & Properties,181,185,92,68,12,4,0,0,0,5,4
420,CHEM,1907,Chemistry in the Kitchen,15,15,14,0,0,1,0,0,0,0,0
421,CHEM,1911W,Quant Mech & Popular Philos,12,13,12,0,0,0,0,0,0,0,1
422,CHEM,2081,Chemistry for Life Science III,212,218,52,74,74,8,1,0,0,3,6
423,CHEM,2085,Chem for Life Sci III Lab,201,203,76,98,24,1,1,0,0,1,2
424,CHEM,2101,Intro Analytical Chemistry,88,100,20,31,27,6,0,0,0,4,12
425,CHEM,2111,Intro Anal Chem Lab,70,78,39,18,10,0,0,0,0,3,8
426,CHEM,2301,Organic Chemistry I,755,852,186,264,219,49,0,0,0,37,97
427,CHEM,2302,Org Chem II,312,337,88,90,85,19,0,0,0,30,25
428,CHEM,2312H,Hon Organic Lab,18,18,15,3,0,0,0,0,0,0,0
429,CHEM,2331H,Honors Elem Org Chem I,62,66,36,26,0,0,0,0,0,0,4
430,CHEM,4011,Mech of Chem React,9,10,3,6,0,0,0,0,0,0,1
431,CHEM,4201,Materials Chem,14,14,7,7,0,0,0,0,0,0,0
432,CHEM,4221,Intro Poly Chem,60,60,18,19,15,4,1,0,1,2,0
433,CHEM,4311W,Adv Org Chem Lab,18,19,7,8,3,0,0,0,0,0,1
434,CHEM,4411,Intro Chem Biology,17,19,8,5,1,0,3,0,0,0,2
435,CHEM,4423W,Foundations of Chem Bio Lab,44,46,21,21,0,0,0,0,0,2,2
436,CHEM,4501,"Intro to Thermo, Kin, Stat Mec",83,87,29,35,17,1,0,0,0,1,4
437,CHEM,4502,"Intro to Quantum, Spectroscopy",67,74,32,12,17,2,0,0,0,4,7
438,CHEM,4511W,Adv Phys Chem Lab,35,38,12,16,5,0,0,0,0,2,3
439,CHEM,4701,Inorg Chem,98,102,38,41,17,0,1,0,0,1,4
440,CHEM,8011,Mech of Chem React,23,24,9,13,1,0,0,0,0,0,1
441,CHEM,8152,Anal Spec,12,13,7,4,0,0,1,0,0,0,1
442,CHEM,8157,Bioanalytical Chemistry,13,14,11,2,0,0,0,0,0,0,1
443,CHEM,8201,Materials Chem,29,29,16,13,0,0,0,0,0,0,0
444,CHEM,8221,Synthetic Polymer Chemistry,15,15,4,8,3,0,0,0,0,0,0
445,CHEM,8321,Organic Synthesis,26,26,12,14,0,0,0,0,0,0,0
446,CHEM,8361,Interp of Org Spec,22,23,9,13,0,0,0,0,0,0,1
447,CHEM,8411,Intro to Chem Biology,17,17,16,1,0,0,0,0,0,0,0
448,CHEM,8551,Quantum Mechanics I,19,19,12,7,0,0,0,0,0,0,0
449,CHEM,8561,"Thermo,Stat Mech,Rxn Dynam I",27,28,14,13,0,0,0,0,0,0,1
450,CHEM,8601,Seminar,50,52,0,0,0,0,50,0,0,0,2
451,CHEN,1001,Adv in Chem Eng and Mat Sci,162,162,0,0,0,0,156,0,6,0,0
452,CHEN,2001,Material & Energy,154,162,25,68,55,4,0,0,0,2,8
453,CHEN,3005,Transport Phenomena,118,120,22,36,59,0,0,0,0,1,2
454,CHEN,3101,Chem Eng Thermodyn,114,117,25,52,31,0,0,0,0,6,3
455,CHEN,3701,Intro  Biomolecular Eng,114,116,24,43,47,0,0,0,0,0,2
456,CHEN,4401W,Senior Chem Eng Lab,100,100,19,37,44,0,0,0,0,0,0
457,CHEN,4501W,Chemical Engineering Design I,100,100,34,47,19,0,0,0,0,0,0
458,CHEN,4601,Process control,102,103,23,45,34,0,0,0,0,0,1
459,CHEN,5751,Biochem Engineering,11,11,8,2,1,0,0,0,0,0,0
460,CHEN,5771,Colloids and Dispersions,33,35,28,5,0,0,0,0,0,0,2
461,CHEN,8201,Applied Math,27,27,16,11,0,0,0,0,0,0,0
462,CHEN,8301,Transport,27,27,17,10,0,0,0,0,0,0,0
463,CHIC,1102,Latinos in the United States,79,83,71,1,2,0,5,0,0,0,4
464,CHIC,1912,Performing Latinx Identities,20,20,16,3,0,0,0,0,0,1,0
465,CHIC,3352,Transnational Chicana/o Theory,8,10,1,2,3,0,0,0,0,2,2
466,CHIC,3375,Folklore of Mexico,11,13,5,3,2,1,0,0,0,0,2
467,CHIC,3444,Chicana and Chicano History,11,11,4,5,1,1,0,0,0,0,0
468,CHIC,3507W,Chicana/o literature,23,25,15,4,0,1,2,0,0,1,2
469,CHIC,3852,Chicano Politics,8,10,8,0,0,0,0,0,0,0,2
470,CHIC,3888,Immigration & US Latina/o Exp,19,20,16,2,0,0,1,0,0,0,1
471,CHMB,5808,Strategic Marketing,41,41,40,1,0,0,0,0,0,0,0
472,CHN,1011,Beginning Modern Chinese I,92,97,71,13,1,0,5,0,0,2,5
473,CHN,1015,Accelerated Beg Modern Chinese,20,21,17,2,0,0,1,0,0,0,1
474,CHN,3021,Intermed Modern Chinese I,36,36,26,9,0,0,0,0,0,1,0
475,CHN,3031,Advanced Modern Chinese I,35,36,24,8,2,0,1,0,0,0,1
476,CHN,3201,Chinese Calligraphy,42,42,38,4,0,0,0,0,0,0,0
477,CHN,3920,Topics in Chinese Culture,11,12,9,2,0,0,0,0,0,0,1
478,CHN,4041,Advanced Readings in Chinese I,24,26,24,0,0,0,0,0,0,0,2
479,CHN,5041,Media Chinese,13,13,7,6,0,0,0,0,0,0,0
480,CI,1032,Learning In & Through the Arts,59,59,49,5,3,0,1,0,0,1,0
481,CI,1121,Education: Past and Present,35,35,27,3,0,0,5,0,0,0,0
482,CI,1124,Global Stories of Education,55,56,33,8,6,0,7,0,0,1,1
483,CI,1150,Special Topics History,29,30,19,5,1,0,4,0,0,0,1
484,CI,1512,Nature in the City,47,48,8,15,9,3,9,0,1,2,1
485,CI,1563,Physics by Inquiry,30,30,21,7,1,0,1,0,0,0,0
486,CI,1826,Social Justice Calculus,28,28,15,6,2,0,3,0,0,2,0
487,CI,1871,Computer Literacy,102,111,46,29,20,0,1,0,0,6,9
488,CI,2311W,Intro:Technol&Ethics inSociety,37,38,29,0,2,2,3,0,0,1,1
489,CI,2312,"Sex, Drugs, and the Internet",35,40,27,7,1,0,0,0,0,0,5
490,CI,3001,Engaged Arts Learning,22,23,19,1,2,0,0,0,0,0,1
491,CI,3212,Practicum: Elementary Teaching,43,45,0,0,0,0,43,0,0,0,2
492,CI,3342,Social Media Learning,18,18,17,0,0,0,0,0,0,1,0
493,CI,3610,Linguistics for Teachers,22,25,20,1,1,0,0,0,0,0,3
494,CI,3901,Exploring Teaching I,52,56,39,12,1,0,0,0,0,0,4
495,CI,4122,Social Class Ed  Pedagogy,59,59,56,0,1,0,0,0,0,2,0
496,CI,4311W,Technology & Ethics in Society,57,58,45,1,0,1,7,0,0,3,1
497,CI,4312,"Sex, Drugs, and the Internet",17,17,12,2,0,1,0,0,0,2,0
498,CI,5065,Improving Arts in the Schools,25,25,21,4,0,0,0,0,0,0,0
499,CI,5069,Curriculum Innov in Arts Educ,23,23,21,2,0,0,0,0,0,0,0
500,CI,5096,Arts Education Practicum,44,46,44,0,0,0,0,0,0,0,2
501,CI,5156,"PopularCulture,Tchg, Learning",17,17,15,2,0,0,0,0,0,0,0
502,CI,5211,El Ed Content and Pedagogy I,54,54,51,3,0,0,0,0,0,0,0
503,CI,5212,El Ed Content and Pedagogy II,96,96,56,36,4,0,0,0,0,0,0
504,CI,5301,Foundations-ComputerAps Bus&Ed,19,20,13,0,2,3,0,0,0,1,1
505,CI,5307,Technology for Teaching & Lrng,110,112,93,9,7,0,0,0,0,1,2
506,CI,5413,Foundations of Reading,40,41,32,6,2,0,0,0,0,0,1
507,CI,5414,Practicum: Developing Readers,112,116,0,0,0,0,112,0,0,0,4
508,CI,5425,Reading Instruction K-6,49,49,46,1,0,0,0,0,0,2,0
509,CI,5426,Language Arts K-6,46,46,40,5,0,1,0,0,0,0,0
510,CI,5435,Prevent Reading Difficulties,11,11,10,1,0,0,0,0,0,0,0
511,CI,5502,Sci Instruction  Elem Grades,22,22,20,1,0,1,0,0,0,0,0
512,CI,5531,Secondary Science Methods II,21,21,14,6,0,0,0,0,0,1,0
513,CI,5551,Science Classroom Practices I,15,15,12,3,0,0,0,0,0,0,0
514,CI,5596,Clinical Exp: Mid School Sci,21,21,20,0,0,0,0,0,0,1,0
515,CI,5617,Acad. Lang. & Eng. Learner I,86,86,72,10,4,0,0,0,0,0,0
516,CI,5631,Second Lang Curr Dev/Assess,18,18,16,2,0,0,0,0,0,0,0
517,CI,5645,Teach Engl Learners Elem Class,72,72,66,5,0,0,0,0,0,1,0
518,CI,5670,Found of Dual Lang/Immersion,26,28,23,3,0,0,0,0,0,0,2
519,CI,5672,DL/Immersion Instruc Practices,22,22,16,6,0,0,0,0,0,0,0
520,CI,5702,SocStu Instruction Elem Grades,75,75,69,5,1,0,0,0,0,0,0
521,CI,5742,Adv Methods: Teach Soc Studies,24,24,20,2,2,0,0,0,0,0,0
522,CI,5745,Engage Youth with Soc Stu Text,25,25,23,1,1,0,0,0,0,0,0
523,CI,5782,Clinical Exp Tchng Soc Studies,24,24,0,0,0,0,23,0,1,0,0
524,CI,5822,Math Instruction Elem Grades,72,72,64,5,3,0,0,0,0,0,0
525,CI,5980,Clinical Experiences for K-12,43,43,35,5,3,0,0,0,0,0,0
526,CI,5981,Intro: Equity-Based Pedagogy,18,18,14,4,0,0,0,0,0,0,0
527,CI,5984,Planning Design and Management,36,36,26,6,2,0,0,0,0,2,0
528,CI,5986,Foundations of Special Ed,25,25,20,4,0,1,0,0,0,0,0
529,CI,8132,C&I Core: Teaching,19,19,17,2,0,0,0,0,0,0,0
530,CI,8134,Foundations of Research I,64,64,60,4,0,0,0,0,0,0,0
531,CI,8155,Immigrant Education,13,14,13,0,0,0,0,0,0,0,1
532,CI,8572,Theor/Res in STEM Ed,16,16,14,2,0,0,0,0,0,0,0
533,CLA,1001,CLA First-Year Experience I,2120,2133,0,0,0,0,2022,0,98,0,13
534,CLA,1007,CLA 1st Yr Exper: Indep Study,76,78,0,0,0,0,58,0,18,0,2
535,CLA,1911W,Diverse Christian Perspectives,20,20,13,5,2,0,0,0,0,0,0
536,CLA,3001,CLA Transfer Smster Experience,207,210,0,0,0,0,185,0,22,0,3
537,CLI,1711,University Experience I,148,151,0,0,0,0,141,0,7,0,3
538,CLI,2522,Community Collaboratory,30,30,26,3,1,0,0,0,0,0,0
539,CLI,2713,Career Exploration,48,49,0,0,0,0,47,0,1,0,1
540,CMB,5915,Essential Stats for Life Sci,19,20,13,5,1,0,0,0,0,0,1
541,CMB,8202,Mech Anim Hlth Dis,9,10,6,3,0,0,0,0,0,0,1
542,CMBA,5810,Intro to Stats & Bus Analytics,39,39,33,6,0,0,0,0,0,0,0
543,CMBA,5811,Financial Accounting,39,39,31,8,0,0,0,0,0,0,0
544,CMBA,5812,Organizational Behavior,39,39,26,13,0,0,0,0,0,0,0
545,CMBA,5813,Competing In The Digital Age,39,39,38,1,0,0,0,0,0,0,0
546,CMBA,5814,Economics,39,39,28,11,0,0,0,0,0,0,0
547,CMBA,5821,Mangerial Accounting,43,43,40,3,0,0,0,0,0,0,0
548,CMGT,2019,AutoCAD for Construction Mgrs,14,15,11,2,0,0,0,0,0,1,1
549,CMGT,3001W,Introduction to Construction,41,44,19,12,2,3,0,0,1,4,3
550,CMGT,3011,Construction Plan Reading,26,28,10,10,4,0,0,0,0,2,2
551,CMGT,4000,Construction through Time,18,20,8,7,1,1,0,0,0,1,2
552,CMGT,4011,Const Documents & Contracts,25,25,6,12,6,1,0,0,0,0,0
553,CMGT,4021,Constr Planning&Scheduling,48,50,28,14,4,0,0,0,0,2,2
554,CMGT,4022,Construction  Estimating,20,23,6,10,1,0,0,0,0,3,3
555,CMGT,4031,Const Safety & Loss Control,23,24,15,7,0,0,0,0,0,1,1
556,CMGT,4073,Building Codes for Const Mgrs,18,18,10,4,3,0,0,0,0,1,0
557,CMGT,4201,Construction Accounting,40,41,21,10,8,1,0,0,0,0,1
558,CMGT,4471,Sustainability forConst Mgrs,50,51,26,13,3,3,0,0,0,5,1
559,CMGT,4544,Materials and Structures I,31,32,9,13,6,1,0,0,0,2,1
560,CMGT,4562,Building Envelope Design/Const,33,34,19,11,3,0,0,0,0,0,1
561,CNES,1042,Grk/Roman Mythology,155,157,126,19,6,0,2,0,0,2,2
562,CNES,1201,Bible: Context,63,71,17,32,4,2,6,0,0,2,8
563,CNES,1913,Homer's Odyssey and Politics,19,19,8,10,0,0,0,0,0,1,0
564,CNES,3061,Spectacles in Antiquity,26,27,5,17,2,0,2,0,0,0,1
565,CNES,3071,Greek & Hellenistic Religions,13,13,6,5,1,0,1,0,0,0,0
566,CNES,3201,Bible:Context & Interpretation,13,17,6,4,1,1,1,0,0,0,4
567,CNES,3535,Death and Afterlife,38,39,10,16,5,2,2,0,1,2,1
568,COMM,1101,Public Speaking,448,459,297,110,24,5,7,0,0,5,11
569,COMM,1313W,Analysis of Argument,163,168,95,48,8,2,6,0,0,4,5
570,COMM,2511,Communication Methods,19,20,13,5,1,0,0,0,0,0,1
571,COMM,2711,Comm in Professional Contexts,47,48,34,12,1,0,0,0,0,0,1
572,COMM,3201,Electronic Media Production,76,79,23,43,9,1,0,0,0,0,3
573,COMM,3204,Adv Electronic Media Prod,39,39,13,23,2,0,0,0,0,1,0
574,COMM,3211,Introduction to Media Studies,116,124,50,43,16,3,0,0,0,4,8
575,COMM,3351,Asian Amer and Popular Culture,10,10,5,4,1,0,0,0,0,0,0
576,COMM,3401,Intro to Communication Theory,151,156,50,68,23,8,1,0,0,1,5
577,COMM,3409,Nonverbal Communication,48,48,15,19,13,0,1,0,0,0,0
578,COMM,3411,Small Group Commun,159,159,94,53,8,1,1,0,0,2,0
579,COMM,3422,Interviewing &Comm,78,82,42,24,11,0,0,0,0,1,4
580,COMM,3431,Persuasion Theory,47,49,10,20,16,1,0,0,0,0,2
581,COMM,3451W,Intercultural Comm,23,24,6,13,3,0,0,0,0,1,1
582,COMM,3601,Intro: Rhet Theory,80,85,23,38,12,6,1,0,0,0,5
583,COMM,3605W,Persuasive Speaking,23,24,8,8,2,1,2,0,0,2,1
584,COMM,3625,Commun Ethics,20,25,16,4,0,0,0,0,0,0,5
585,COMM,3631,Freedom of  Speech,32,35,10,3,10,3,1,0,0,5,3
586,COMM,3635W,Famous Speeches,23,26,13,7,2,0,0,0,0,1,3
587,COMM,3682W,Communicating War,25,25,12,7,4,0,2,0,0,0,0
588,COMM,3970,Directed Study,21,21,19,2,0,0,0,0,0,0,0
589,COMM,4204,Producing for Television,13,13,10,2,0,0,1,0,0,0,0
590,COMM,4235,Ethnic Med/Minority,28,28,22,5,1,0,0,0,0,0,0
591,COMM,4263,Feminist Media Studies,22,24,12,8,2,0,0,0,0,0,2
592,COMM,4471,Comm in Marriage & Family,26,26,11,12,2,0,0,0,0,1,0
593,COMM,4602W,Political Persuasion,19,21,5,10,1,1,1,0,0,1,2
594,COMM,4621W,Rhet  of Feminism,11,11,7,2,0,0,1,0,1,0,0
595,COMM,5411,Small Grp Researc,15,15,2,8,4,0,0,0,0,1,0
596,COMM,5441,Comm in Human Organizations,28,29,16,6,4,0,0,0,0,2,1
597,CPMS,5101,Intro to Clin Phys & Mov Sci,12,12,2,10,0,0,0,0,0,0,0
598,CPSY,2301,Introduction to Child Psych,121,130,48,41,21,5,0,0,1,5,9
599,CPSY,3301,Introduction to Child Psych,40,43,15,17,6,2,0,0,0,0,3
600,CPSY,3308W,Intro to Res Methods in CPsy,45,48,24,13,7,0,0,0,0,1,3
601,CPSY,4302,Infant Development,54,55,19,24,9,1,0,0,0,1,1
602,CPSY,4310,Special Topics-Child Developmt,9,12,7,2,0,0,0,0,0,0,3
603,CPSY,4311,Behavioral & Emotional Prob.,89,90,61,21,3,2,0,0,0,2,1
604,CPSY,4331,Social & Personality Developm,86,89,60,22,4,0,0,0,0,0,3
605,CPSY,4336,Dev & Interpers Relationships,41,44,14,18,7,2,0,0,0,0,3
606,CPSY,4341,Perceptual Development,82,82,31,37,9,2,0,0,0,3,0
607,CPSY,4343,Cognitive Development,50,52,12,19,13,3,0,0,0,3,2
608,CPSY,4345,Language Dev & Communication,18,18,12,5,1,0,0,0,0,0,0
609,CPSY,4347W,Senior Project,27,28,14,8,5,0,0,0,0,0,1
610,CPSY,4994,Directed Research in Child Psy,21,22,20,1,0,0,0,0,0,0,1
611,CPSY,4996,Field Study-Child Psychology,10,10,0,0,0,0,9,0,1,0,0
612,CPSY,5241,Practicum in Early Chldhood Ed,14,17,12,2,0,0,0,0,0,0,3
613,CPSY,5251W,Social/Phil Fndation Early Edu,27,27,22,3,2,0,0,0,0,0,0
614,CPSY,5253,Cognitive/Lang Learning in ECE,66,70,48,18,0,0,0,0,0,0,4
615,CPSY,5301,Advanced Developmental Psych,36,36,26,9,0,0,0,0,0,1,0
616,CPSY,5302,Cognitive and Biological Dev,27,27,20,4,1,0,0,0,0,2,0
617,CPSY,8360,Special Topics: Dev Psych,12,12,10,0,0,0,2,0,0,0,0
618,CSCI,1103,Intro to Java,132,162,41,36,35,7,1,0,0,12,30
619,CSCI,1113,Intro to C/C++,274,318,100,107,30,13,4,0,0,20,44
620,CSCI,1133,Intro to Programming Concepts,346,471,192,87,38,3,6,0,2,18,125
621,CSCI,1133H,Honors Intro to Progr Concepts,38,38,35,1,0,0,0,0,0,2,0
622,CSCI,1905,Applied Comp Sci w/Comp Games,18,19,15,1,0,0,1,0,1,0,1
623,CSCI,1913,Intro to Algs. & Program Dev.,290,310,156,90,25,6,1,0,0,12,20
624,CSCI,1933,Intro Algs & Data Str.,176,202,56,60,47,7,0,0,0,6,26
625,CSCI,2011,Disc. Structures,399,448,114,171,89,9,0,0,0,16,49
626,CSCI,2021,Mach Arch and Org,311,359,87,117,79,8,0,0,0,20,48
