,SUBJECT,CATALOG_NBR,DESCR,COMPLETED HEADCOUNT,TOTAL HEADCOUNT,A_COUNT,B_COUNT,C_COUNT,D_COUNT,S_COUNT,P_COUNT,N_COUNT,F_COUNT,W_COUNT
627,CSCI,2033,Elem Comput Linear Algebra,246,260,88,110,33,8,1,0,0,6,14
628,CSCI,2041,Adv. Programming Principles,352,367,150,133,47,12,0,0,0,10,15
629,CSCI,3081W,Program Design & Development,195,211,118,50,13,4,0,0,0,10,16
630,CSCI,3921W,Issues in Computing,43,43,10,25,5,0,2,0,0,1,0
631,CSCI,4011,Form Lang & Autom.,117,120,60,49,7,0,0,0,0,1,3
632,CSCI,4041,Algs. & Data Str.,379,384,334,29,11,2,2,0,0,1,5
633,CSCI,4061,Intro to Operating Systems,322,334,122,139,48,3,0,0,0,10,12
634,CSCI,4131,Internet Programming,101,106,57,26,11,1,2,0,1,3,5
635,CSCI,4203,Comp. Architecture,15,17,2,9,4,0,0,0,0,0,2
636,CSCI,4211,Intro to Computer Networks,54,59,13,21,18,1,0,0,0,1,5
637,CSCI,4511W,Intro: Artificial Intelligence,194,206,71,98,17,0,1,0,1,6,12
638,CSCI,4611,Programming Graphics and Games,73,79,38,24,7,2,0,0,0,2,6
639,CSCI,4707,Practice of DB Systems,154,155,141,12,0,1,0,0,0,0,1
640,CSCI,4921,Hist of Computing,23,24,9,9,5,0,0,0,0,0,1
641,CSCI,5103,Oper. Systems,45,49,20,22,3,0,0,0,0,0,4
642,CSCI,5106,Prog. Languages,55,58,27,21,4,0,1,0,0,2,3
643,CSCI,5115,User Interface Dsgn,94,94,63,30,0,0,1,0,0,0,0
644,CSCI,5117,Developing the Interactive Web,51,52,37,11,1,0,1,0,0,1,1
645,CSCI,5127W,Embodied Computing,29,31,24,5,0,0,0,0,0,0,2
646,CSCI,5143,Real-Time and Embedded Systems,31,32,15,10,4,1,0,0,0,1,1
647,CSCI,5161,Intro Compilers,12,14,10,2,0,0,0,0,0,0,2
648,CSCI,5271,Intro to Computer Security,58,61,45,13,0,0,0,0,0,0,3
649,CSCI,5304,Matrix Theory,56,58,32,18,4,0,2,0,0,0,2
650,CSCI,5421,Adv. Algs. & Data,32,43,10,10,7,2,2,0,1,0,11
651,CSCI,5481,Computational Techs. Genomics,44,45,40,3,0,0,1,0,0,0,1
652,CSCI,5511,Artific Intellig I,61,62,28,27,3,0,2,0,0,1,1
653,CSCI,5521,Intro to Machine Learning,118,130,66,36,8,0,6,0,0,2,12
654,CSCI,5523,Introduction to Data Mining,46,87,17,13,8,0,0,0,0,8,41
655,CSCI,5525,Machine Learning,64,72,59,0,1,0,4,0,0,0,8
656,CSCI,5551,Robotics,47,52,19,15,5,3,0,0,0,5,5
657,CSCI,5607,Computer Graphics 1,54,60,43,11,0,0,0,0,0,0,6
658,CSCI,5619,VR and 3D Interaction,34,37,18,16,0,0,0,0,0,0,3
659,CSCI,5707,Principles of DB Systems,42,44,15,24,3,0,0,0,0,0,2
660,CSCI,5715,Spatial Computing,44,44,21,22,0,0,0,0,0,1,0
661,CSCI,5801,Software Eng. I,107,108,103,3,0,0,1,0,0,0,1
662,CSCI,5980,Spec topics in CSci,40,41,24,12,2,0,0,0,0,2,1
663,CSCI,8115,HCI & UI Technology,23,23,21,2,0,0,0,0,0,0,0
664,CSCI,8980,Spec Adv Topics CS,35,36,31,4,0,0,0,0,0,0,1
665,CSCL,1001,Intro to Cultural Studies,174,177,113,33,15,2,9,0,0,2,3
666,CSCL,1101,Literature,178,180,135,29,1,0,12,0,0,1,2
667,CSCL,1201W,Cinema,66,66,40,14,1,1,7,0,0,3,0
668,CSCL,1202W,"Media: Word, Image, Sound",44,44,30,10,1,0,3,0,0,0,0
669,CSCL,1301W,Reading Culture,25,25,10,8,2,1,3,0,0,1,0
670,CSCL,1401W,Reading Literature,94,96,40,26,5,1,16,0,2,4,2
671,CSCL,3210,Cinema and Ideology,13,13,4,9,0,0,0,0,0,0,0
672,CSCL,3211,Oppositional Cinemas,15,15,8,5,0,0,0,0,0,2,0
673,CSCL,3212W,Doc Cinema: History & Politics,10,11,5,2,0,0,0,0,0,3,1
674,CSCL,3221,On Television,59,64,17,29,7,2,2,0,0,2,5
675,CSCL,3250,Music as Discourse,15,16,10,5,0,0,0,0,0,0,1
676,CSCL,3310W,The Rhetoric of Everyday Life,18,18,7,10,1,0,0,0,0,0,0
677,CSCL,3311W,Theories of Culture,24,26,10,8,0,0,6,0,0,0,2
678,CSCL,3322,Visions of Nature,22,22,15,6,0,1,0,0,0,0,0
679,CSCL,3323,Science and Culture,35,36,24,9,0,0,1,0,0,1,1
680,CSCL,3334,"Monsters, Robots, Cyborgs",86,91,32,29,6,1,11,0,3,4,5
681,CSCL,3335,Aliens,18,18,10,5,0,1,2,0,0,0,0
682,CSCL,3350W,Sexuality and Culture,78,83,32,34,3,0,7,0,1,1,5
683,CSCL,3351W,Body and Politics,52,52,38,10,2,0,2,0,0,0,0
684,CSCL,5910,Topics Cultrl Studies Comp Lit,11,12,9,2,0,0,0,0,0,0,1
685,CSE,1001,First Year Experience,1148,1153,1010,90,34,10,0,0,0,4,5
686,CSPH,1001,Holistic Health and Healing,150,152,86,26,10,2,26,0,0,0,2
687,CSPH,1101,"Self, Society, and Environment",34,34,22,6,0,0,6,0,0,0,0
688,CSPH,3001,Intro to Integrative Healing,45,47,26,11,4,0,4,0,0,0,2
689,CSPH,3101,Ecosystems of Well-Being,30,31,24,3,2,0,1,0,0,0,1
690,CSPH,3201,Mindfulness/Stress Reduction,65,68,43,9,3,0,8,0,0,2,3
691,CSPH,3211,Living on Purpose,46,46,40,2,2,0,2,0,0,0,0
692,CSPH,3301,Food Choices,39,39,22,8,2,0,7,0,0,0,0
693,CSPH,4311,Foundations of Hatha Yoga,15,17,10,1,0,1,1,0,0,2,2
694,CSPH,4312,Hatha Yoga Philosophy,13,14,11,0,0,0,1,0,0,1,1
695,CSPH,5101,Intro to Int Healing Prac,39,40,31,3,1,0,4,0,0,0,1
696,CSPH,5118,"Whole Person, Whole Community",10,11,9,0,0,0,0,0,0,1,1
697,CSPH,5225,Meditation,11,14,7,1,0,0,2,0,0,1,3
698,CSPH,5315,Traditional Tibetan Medicine,16,19,14,0,1,0,0,0,0,1,3
699,CSPH,5317,"Yoga: Ethics, Spirit, Healing",14,19,8,3,0,0,2,0,0,1,5
700,CSPH,5341,Indigenous Hawaiian Healing,10,10,9,1,0,0,0,0,0,0,0
701,CSPH,5343,Ayurveda Medicine,14,14,11,1,0,0,1,0,1,0,0
702,CSPH,5421,Botanical Medicines,22,24,16,6,0,0,0,0,0,0,2
703,CSPH,5431,Functional Nutrition,15,16,13,1,0,0,0,0,0,1,1
704,CSPH,5503,Aromatherapy Fundamentals,19,19,17,2,0,0,0,0,0,0,0
705,CSPH,5642,Nature Heals,43,45,32,4,2,0,1,0,1,3,2
706,CSPH,5701,Health Coaching I,54,57,27,27,0,0,0,0,0,0,3
707,CSPH,5711,Optimal Healing Environments,16,16,14,2,0,0,0,0,0,0,0
708,CSPH,5805,Wellbeing in the Workplace,18,19,13,1,1,1,1,0,0,1,1
709,CSPH,5806,Wellbeing/Resiliency Hlth Prof,18,18,11,1,1,0,5,0,0,0,0
710,CSPH,5807,Mindfulness in the Workplace,19,19,16,3,0,0,0,0,0,0,0
711,CSPH,5905,Food Matters,46,46,36,2,0,0,8,0,0,0,0
712,CVM,6001,Global & Intercultural Ops,54,55,0,0,0,0,54,0,0,0,1
713,CVM,6515,Externship,77,79,0,0,0,0,76,0,1,0,2
714,CVM,6532,Laboratory Medicine,21,21,10,11,0,0,0,0,0,0,0
715,CVM,6602,Sm Animal Medicine - SAM-B,65,65,39,25,1,0,0,0,0,0,0
716,CVM,6792,Adv Small Ruminant Medicine,10,10,7,3,0,0,0,0,0,0,0
717,CVM,6811,Overview Bovine Therio & Lame,24,24,12,12,0,0,0,0,0,0,0
718,CVM,6900,Microscopic Anatomy I,105,105,33,47,25,0,0,0,0,0,0
719,CVM,6901,Physiology I,105,105,28,70,7,0,0,0,0,0,0
720,CVM,6902,"Vet Biochem,Nutr & Genetics",210,210,94,88,26,2,0,0,0,0,0
721,CVM,6903,Anatomy I,105,105,75,29,1,0,0,0,0,0,0
722,CVM,6911,Immunology,106,106,27,46,30,2,0,0,0,1,0
723,CVM,6917,Agents of Disease II,107,107,53,49,5,0,0,0,0,0,0
724,CVM,6918,Pharmacology I,107,107,83,22,2,0,0,0,0,0,0
725,CVM,6919,Systemic Pathology,107,107,35,54,18,0,0,0,0,0,0
726,CVM,6920,Clinical Pathology I,108,108,22,57,25,4,0,0,0,0,0
727,CVM,6922,Clinical Epidemiology,107,107,100,4,3,0,0,0,0,0,0
728,CVM,6923,Public Health & Com Practice,107,107,85,22,0,0,0,0,0,0,0
729,CVM,6924,Small Animal Medicine I,107,107,50,51,6,0,0,0,0,0,0
730,CVM,6925,Diagnostic Laboratory,107,107,106,1,0,0,0,0,0,0,0
731,CVM,6928,Large Animal Medicine I,107,107,88,19,0,0,0,0,0,0,0
732,CVM,6944,Small Animal Surgery II & Anes,99,99,68,31,0,0,0,0,0,0,0
733,CVM,6946,Large Animal Surgery II,99,99,63,22,14,0,0,0,0,0,0
734,CVM,6947,Veterinary Imaging II,99,99,39,53,7,0,0,0,0,0,0
735,CVM,6949,Comparative Theriogenology,99,99,68,31,0,0,0,0,0,0,0
736,CVM,6969,Large Animal Medicine III,99,99,72,26,1,0,0,0,0,0,0
737,CVM,6972,Ophtalmology,99,99,34,57,8,0,0,0,0,0,0
738,CVM,6974,Veterinary Toxicology,198,198,184,12,2,0,0,0,0,0,0
739,DDS,6141,Pediatric Dent Clinic,28,28,25,3,0,0,0,0,0,0,0
740,DDS,6152,Oral Surgery I,126,126,9,95,22,0,0,0,0,0,0
741,DDS,6171,Orthodontics I,127,127,45,62,20,0,0,0,0,0,0
742,DDS,6213,Dent MicB,109,109,76,31,2,0,0,0,0,0,0
743,DDS,6214,General Histology,109,109,102,6,1,0,0,0,0,0,0
744,DDS,6234,Radiographic Interp,109,109,68,38,3,0,0,0,0,0,0
745,DDS,6253,Pathology for Dental Students,108,108,103,5,0,0,0,0,0,0,0
746,DDS,6271,TMD & Orofacial Pain,126,126,71,53,2,0,0,0,0,0,0
747,DDS,6411,Applied Biomaterials,109,109,55,50,4,0,0,0,0,0,0
748,DDS,6431,Oral Anat I,110,110,61,40,9,0,0,0,0,0,0
749,DDS,6432,Oral Anat Lab I,110,110,12,78,17,0,0,0,0,3,0
750,DDS,6436,Oper Dent II,109,109,101,8,0,0,0,0,0,0,0
751,DDS,6437,Oper Dent II Lab,109,109,58,47,4,0,0,0,0,0,0
752,DDS,6439,Oper Dent  IV,125,125,102,21,2,0,0,0,0,0,0
753,DDS,6475,Pros Techniques Lec IV,109,109,105,4,0,0,0,0,0,0,0
754,DDS,6476,Pros Tech Lab I V,109,109,107,2,0,0,0,0,0,0,0
755,DDS,7103,Biochem & Cell Bio,109,109,95,14,0,0,0,0,0,0,0
756,DENT,7102,Conscious Sedation,14,14,9,5,0,0,0,0,0,0,0
757,DES,1000,D@MN: Design@Minnesota,49,50,44,1,4,0,0,0,0,0,1
758,DES,1001,Introducing College of Design,12,13,8,4,0,0,0,0,0,0,1
759,DES,1101V,Honors: Intro to Dsgn Thinking,13,13,11,1,1,0,0,0,0,0,0
760,DES,1101W,Intro to Design Thinking,120,122,39,56,17,2,0,0,0,6,2
761,DES,1111,Creative Problem Solving,53,57,32,16,3,0,0,0,0,2,4
762,DES,1401,Beyond the Suburbs,15,15,10,3,1,1,0,0,0,0,0
763,DES,1405W,Building Vision,15,15,12,1,1,1,0,0,0,0,0
764,DES,1407,Fashion and Feminism,20,20,13,6,1,0,0,0,0,0,0
765,DES,2101,Design and Visual Presentation,33,34,24,5,3,1,0,0,0,0,1
766,DES,3131,User Experience in Design,58,58,47,11,0,0,0,0,0,0,0
767,DES,3201,Career/Intern Prep for Design,82,87,63,12,5,0,0,0,0,2,5
768,DES,3311,Travels in Typography,15,16,11,4,0,0,0,0,0,0,1
769,DES,3321,Furniture Design: Exploration,14,15,11,3,0,0,0,0,0,0,1
770,DES,3322,"Furniture Design, Practice",14,15,12,2,0,0,0,0,0,0,1
771,DES,3331,Street Life,17,20,3,13,1,0,0,0,0,0,3
772,DES,4165,Design and Globalization,32,32,5,25,2,0,0,0,0,0,0
773,DES,5185,Human Factors in Design,10,10,7,3,0,0,0,0,0,0,0
774,DES,8102,Quantitative Research Methods,10,10,7,3,0,0,0,0,0,0,0
775,DES,8113,Teaching and Assessment,13,13,11,2,0,0,0,0,0,0,0
776,DH,3234,Oral Radiology: Theory,26,26,3,15,8,0,0,0,0,0,0
777,DNCE,1001,Modern/Contemporary Dance 1,19,21,11,5,0,0,3,0,0,0,2
778,DNCE,1010,Modern/Contemporary Dance 3,32,40,28,0,4,0,0,0,0,0,8
779,DNCE,1101,Ballet 1,17,18,15,1,0,0,1,0,0,0,1
780,DNCE,1110,Ballet 3,10,12,8,2,0,0,0,0,0,0,2
781,DNCE,1201,Jazz 1,13,14,11,0,0,0,2,0,0,0,1
782,DNCE,1210,Jazz 3,13,13,10,2,0,0,1,0,0,0,0
783,DNCE,1301,Tap 1,18,19,15,0,1,0,2,0,0,0,1
784,DNCE,1327,Argentine Tango,38,38,26,0,0,0,10,0,0,2,0
785,DNCE,1331,Yoga,53,57,47,3,0,0,3,0,0,0,4
786,DNCE,1332,Yoga for Dancers,12,13,7,5,0,0,0,0,0,0,1
787,DNCE,1343, Urban & Street Dance Forms 1,18,18,17,0,0,0,1,0,0,0,0
788,DNCE,1401,Intro to Dance,64,68,50,8,2,0,4,0,0,0,4
789,DNCE,1601,Dance Improvisation,46,46,40,6,0,0,0,0,0,0,0
790,DNCE,1626,Music for Dance,17,18,15,1,0,0,0,0,0,1,1
791,DNCE,3010,Modern/Contemporary Dance 5,42,42,40,2,0,0,0,0,0,0,0
792,DNCE,3110,Ballet 5,19,19,17,0,1,1,0,0,0,0,0
793,DNCE,3210,Jazz 5,17,17,16,1,0,0,0,0,0,0,0
794,DNCE,3334,Dance/Movement Therapy,14,14,10,2,1,1,0,0,0,0,0
795,DNCE,3401W,Dance History 1,25,26,19,4,1,0,1,0,0,0,1
796,DNCE,3621,Dance Production I,14,14,11,1,2,0,0,0,0,0,0
797,DNCE,4443,Theorizing Dancing Bodies,20,20,7,10,2,0,0,0,0,1,0
798,DNCE,5010,Modern/Contemporary Dance 7,30,30,22,8,0,0,0,0,0,0,0
799,DNCE,5030,Modern/Contemporary Dance 9,34,34,30,2,2,0,0,0,0,0,0
800,DNCE,5110,Ballet 7,11,12,11,0,0,0,0,0,0,0,1
801,DNCE,5858,Dance Pedagogy,11,11,7,2,2,0,0,0,0,0,0
802,DSCI,8970,Data Science M.S. Colloquium,10,10,0,0,0,0,9,0,1,0,0
803,EAS,3461,Intro to E. Asia I,26,26,14,8,0,0,0,0,1,3,0
804,ECON,1101,Principles of Microeconomics,925,952,382,336,167,23,4,0,1,12,27
805,ECON,3970,Topics: Economics,14,14,8,5,0,1,0,0,0,0,0
806,ECON,4108,Advanced Game Theory,68,68,20,34,14,0,0,0,0,0,0
807,ECON,4161,Microeconomic Analysis I,13,14,8,4,1,0,0,0,0,0,1
808,ECON,4162,Microeconomic Analysis II,12,12,7,5,0,0,0,0,0,0,0
809,ECON,4331W,Economic Development,51,52,18,13,14,2,0,0,0,4,1
810,ECON,4431W,International Trade,66,69,16,26,21,2,0,0,0,1,3
811,ECON,4968,Advanced Topics: Economics,17,18,3,10,4,0,0,0,0,0,1
812,ECON,8101,Microecon Theory,25,26,13,12,0,0,0,0,0,0,1
813,ECON,8102,Microecon Theory,25,26,9,16,0,0,0,0,0,0,1
814,ECON,8105,Macroecon Theory,36,39,33,3,0,0,0,0,0,0,3
815,ECON,8106,Macroecon Theory,36,37,20,16,0,0,0,0,0,0,1
816,ECON,8185,Advanced Macroecon,10,10,8,2,0,0,0,0,0,0,0
817,ECON,8205,Appl Econometrics,24,25,9,15,0,0,0,0,0,0,1
818,ECON,8206,Appl Econometrics,24,25,16,8,0,0,0,0,0,0,1
819,ECON,8501,Wages & Employment,13,13,8,5,0,0,0,0,0,0,0
820,ECP,5220,Reg Issues in Drug Research,19,19,16,3,0,0,0,0,0,0,0
821,EDHD,1051,Editing for Writers,11,11,9,0,1,0,1,0,0,0,0
822,EDHD,1525W,First Year Inquiry,447,451,305,114,22,3,0,0,0,3,4
823,EDHD,1620,Current Topics,17,18,16,0,1,0,0,0,0,0,1
824,EDHD,1701,Introduction to TRiO,139,139,119,15,3,1,0,0,0,1,0
825,EDHD,5300,Special Topics: Ed & Human Dev,54,55,53,1,0,0,0,0,0,0,1
826,EE,1301,Intro to Computing Systems,55,68,25,24,4,1,0,0,0,1,13
827,EE,1701,Climate Crisis: Solutions,66,67,43,9,2,2,6,0,0,4,1
828,EE,1703,Climate Crisis: Solutions Lab,20,20,17,0,0,0,3,0,0,0,0
829,EE,2001,Elec Cir,117,128,39,43,34,1,0,0,0,0,11
830,EE,2002,Cir & Elec Lab,94,109,47,37,8,0,0,0,0,2,15
831,EE,2011,"Lin Sys, Cir, & Elec",53,53,14,21,17,0,0,0,0,1,0
832,EE,2301,Intro Digital Des,127,133,25,56,45,0,1,0,0,0,6
833,EE,2361,Intro Microcontrollers,50,57,10,17,22,0,0,0,0,1,7
834,EE,3005,Fundamentals EE,163,166,71,69,21,1,0,0,0,1,3
835,EE,3006,Fund EE Lab,144,148,89,55,0,0,0,0,0,0,4
836,EE,3015,Signals and Systems,64,68,19,29,16,0,0,0,0,0,4
837,EE,3025,Statistical Methods,56,59,15,28,12,1,0,0,0,0,3
838,EE,3101,Cir Elec Lab I,70,72,54,13,2,0,0,0,0,1,2
839,EE,3102,Cir Elec Lab II,54,54,46,7,0,0,0,0,0,1,0
840,EE,3115,Analog Electronics,77,85,14,37,22,1,0,0,0,3,8
841,EE,3161,Semiconductor Dev,67,69,17,27,17,3,0,0,0,3,2
842,EE,3601,"T Lines, Fields & Waves",43,44,14,11,14,3,0,0,0,1,1
843,EE,4231,Linear Control Systems,67,70,51,15,1,0,0,0,0,0,3
844,EE,4301,Dig Des&Prog Logic,44,46,12,16,16,0,0,0,0,0,2
845,EE,4363,Comp Arch & Machine Org,42,45,10,23,7,2,0,0,0,0,3
846,EE,4501,Comm Sys,54,54,11,27,13,2,0,0,0,1,0
847,EE,4541,Dig Sig Proc,39,41,15,18,5,1,0,0,0,0,2
848,EE,4721,Intro Power Sys Analysis,46,48,20,21,4,0,0,0,0,1,2
849,EE,4722,Power Sys Anal Lab,11,12,8,3,0,0,0,0,0,0,1
850,EE,4741,Pwr Electronics,69,69,24,33,12,0,0,0,0,0,0
851,EE,4951W,Sr Design Proj,37,37,25,12,0,0,0,0,0,0,0
852,EE,5163,Smcndctr Prop I,33,33,15,17,0,1,0,0,0,0,0
853,EE,5171,Microelec Fab,27,28,12,13,2,0,0,0,0,0,1
854,EE,5231,Lnr Sys Optml Cntrl,34,34,19,12,2,0,1,0,0,0,0
855,EE,5239,Intro Nonlinear Optimization,49,50,29,13,1,0,6,0,0,0,1
856,EE,5251,Optimal Filtering & Estimation,18,20,11,6,0,0,1,0,0,0,2
857,EE,5301,VLSI Design Automation I,32,39,21,11,0,0,0,0,0,0,7
858,EE,5323,VLSI Design I,37,39,11,25,1,0,0,0,0,0,2
859,EE,5333,Analog IC Design,8,10,3,4,0,0,1,0,0,0,2
860,EE,5351,Applied Parallel Programming,62,64,43,10,3,0,5,0,0,1,2
861,EE,5364,Adv Comp Arch,10,10,8,2,0,0,0,0,0,0,0
862,EE,5373,Data Modeling Using R,19,20,17,2,0,0,0,0,0,0,1
863,EE,5531,Prob & Stchstc Proc,20,20,7,13,0,0,0,0,0,0,0
864,EE,5581,Info Theory,15,16,7,8,0,0,0,0,0,0,1
865,EE,5616,Antenna Theory and Design,10,10,6,2,1,1,0,0,0,0,0
866,EE,5624,Optical Electronics,19,19,11,5,3,0,0,0,0,0,0
867,EE,5640,Introduction to Nano-Optics,13,13,12,1,0,0,0,0,0,0,0
868,EE,5653,Prin Magnetic Mtrls,15,16,6,9,0,0,0,0,0,0,1
869,EE,8350,Advanced Verification Methods,25,25,17,8,0,0,0,0,0,0,0
870,EE,8591,Predictive Learning from Data,28,30,22,4,0,0,2,0,0,0,2
871,EE,8666,Doct Pre-Thesis Cr*,35,36,0,0,0,0,0,0,35,0,1
872,EE,8888,Thesis Credit:Doct*,36,37,0,0,0,0,0,0,36,0,1
873,EEB,3001,Ecology and Society,24,24,17,5,0,2,0,0,0,0,0
874,EEB,3407,Ecology,150,155,75,56,17,1,0,0,1,0,5
875,EEB,3409,Evolution,228,248,58,114,38,14,0,0,0,4,20
876,EEB,3411,Intro Animal Behavior,72,74,19,37,11,2,0,0,0,3,2
877,EEB,4129,Mammalogy,60,60,27,19,13,1,0,0,0,0,0
878,EEB,4329,Primate Behavior,15,16,8,5,2,0,0,0,0,0,1
879,EEB,4609W,Ecosystem Ecology,19,19,9,9,1,0,0,0,0,0,0
880,EEB,5042,Quantitative Genetics,35,36,20,11,4,0,0,0,0,0,1
881,EEB,5601,Limnology,29,31,18,10,1,0,0,0,0,0,2
882,ENGL,1001W,Introduction to Literature,142,148,93,27,5,3,11,0,2,1,6
883,ENGL,1031,Intro to the Short Story,31,31,24,2,1,0,3,0,0,1,0
884,ENGL,1051,"Lit, Science & Technology",31,31,12,11,0,0,6,0,1,1,0
885,ENGL,1181W,Introduction to Shakespeare,49,49,39,6,1,0,3,0,0,0,0
886,ENGL,1301W,Multicultural Lit of US,149,149,102,24,5,2,15,0,1,0,0
887,ENGL,1433,Literature,124,126,64,56,4,0,0,0,0,0,2
888,ENGL,1501W,Literature and Public Life,97,98,71,14,9,0,0,0,0,3,1
889,ENGL,1701,Modern Fiction,287,293,184,48,13,1,34,0,4,3,6
890,ENGL,1912,America in Crisis,20,20,13,6,1,0,0,0,0,0,0
891,ENGL,1915,Poetry and Poetic Form,18,18,17,1,0,0,0,0,0,0,0
892,ENGL,1916,Wilde Nineties!,19,19,18,1,0,0,0,0,0,0,0
893,ENGL,3001W,Textual Analysis: Methods,93,98,51,33,6,1,0,0,0,2,5
894,ENGL,3002,Modern Lit Criticism & Theory,21,23,10,8,3,0,0,0,0,0,2
895,ENGL,3003W,Survey British Literature I,45,50,19,20,5,0,0,0,0,1,5
896,ENGL,3004W,Survey British Literature II,25,25,21,2,2,0,0,0,0,0,0
897,ENGL,3005W,Survey American Literature I,46,47,24,11,6,2,2,0,1,0,1
898,ENGL,3007,Shakespeare,73,75,59,11,0,0,0,0,0,3,2
899,ENGL,3023,Children's Literature,27,29,17,8,0,0,0,0,0,2,2
900,ENGL,3061,Literature and Music,22,24,21,0,0,0,1,0,0,0,2
901,ENGL,3092,Misbehaving Dead Bodies - 19C,30,30,25,3,2,0,0,0,0,0,0
902,ENGL,3102,Chaucer,20,21,12,6,2,0,0,0,0,0,1
903,ENGL,3151,Romantic Literatures,26,27,17,7,1,0,0,0,0,1,1
904,ENGL,3181,Contemp Literary Nonfiction,28,28,20,6,1,0,1,0,0,0,0
905,ENGL,3212,Am Poetry from 1900,29,29,26,2,1,0,0,0,0,0,0
906,ENGL,3222,American Novel from 1900,28,30,13,14,1,0,0,0,0,0,2
907,ENGL,3331,LGBTQ Literature: Then and Now,22,24,18,1,0,0,2,0,0,1,2
908,ENGL,3502,Nature Stories,30,31,22,4,1,0,2,0,1,0,1
909,ENGL,3505,Protest Lit & Community Action,17,18,16,1,0,0,0,0,0,0,1
910,ENGL,3597W,African American Literature I,6,10,1,4,1,0,0,0,0,0,4
911,ENGL,3711,Literary Mag Production Lab I,21,22,21,0,0,0,0,0,0,0,1
912,ENGL,3714,The Business of Publishing,22,22,20,2,0,0,0,0,0,0,0
913,ENGL,3741,Literacy & Diversity,16,17,14,1,0,0,0,0,0,1,1
914,ENGL,3960W,Capstone Seminar in English,27,27,17,8,1,0,0,0,0,1,0
915,ENGL,4003,History of Literary Theory,14,17,8,4,1,0,0,0,0,1,3
916,ENGL,4152,Nineteenth Century Brit Novel,15,16,7,8,0,0,0,0,0,0,1
917,ENGL,4722,Alpha to Internet:Technologies,10,10,4,6,0,0,0,0,0,0,0
918,ENGW,1101W,Intro Creative Writ,302,308,240,36,7,2,13,0,0,4,6
919,ENGW,3102,Intermediate Fiction Writing,17,17,15,1,0,1,0,0,0,0,0
920,ENGW,3110,Topics in Creative Writing,18,20,16,2,0,0,0,0,0,0,2
921,ENGW,4205,Screenwriting,22,22,14,5,1,0,2,0,0,0,0
922,ENGW,8170,MFA Practicum: EngW 1101W,11,11,0,0,0,0,10,0,1,0,0
923,ENT,1902,Forensic Entomology,22,22,18,4,0,0,0,0,0,0,0
924,ENT,4251,Forest/Shade Tree Entomology,16,17,8,8,0,0,0,0,0,0,1
925,ENTR,6020,Business Formation,20,21,11,9,0,0,0,0,0,0,1
926,ENTR,6021,Preparing/Implementing Bs Plan,26,26,21,5,0,0,0,0,0,0,0
927,ENTR,6037,Corporate Venturing,41,44,26,15,0,0,0,0,0,0,3
928,ENTR,6041,Initiating New Product Design,45,45,42,3,0,0,0,0,0,0,0
929,EPSY,1261,Understanding Data Stories,41,42,19,11,9,0,0,0,0,2,1
930,EPSY,1281,Psychological Science Applied,123,123,89,30,2,0,0,0,0,2,0
931,EPSY,1905,Beginners' Chess and 21st Cent,15,15,14,0,0,0,0,0,0,1,0
932,EPSY,2601,Differences and Disabilities,20,20,15,2,2,1,0,0,0,0,0
933,EPSY,3101,Creativity and Intelligence,19,20,16,0,1,0,2,0,0,0,1
934,EPSY,3119,Lrng/Cogn/Assess,41,42,41,0,0,0,0,0,0,0,1
935,EPSY,3264,Basic/Applied Stats,129,130,64,46,9,4,2,0,1,3,1
936,EPSY,3301,Intro Ed Psych,17,18,7,8,1,0,0,0,0,1,1
937,EPSY,5001,"Learning,Cognition,Assessment",15,15,13,2,0,0,0,0,0,0,0
938,EPSY,5016,Special Needs/Inclus. Settings,52,52,46,6,0,0,0,0,0,0,0
939,EPSY,5101,Intellig & Creativ,25,25,24,1,0,0,0,0,0,0,0
940,EPSY,5135,Human Relations Wks,17,19,14,1,1,0,0,0,0,1,2
941,EPSY,5221,Principles of Educ & Psy Meas,48,50,29,13,5,0,1,0,0,0,2
942,EPSY,5243,Principles & Methods of Eval,13,13,12,1,0,0,0,0,0,0,0
943,EPSY,5244,Survey Design/Sampling/Implem,28,28,27,0,0,0,1,0,0,0,0
944,EPSY,5247,Qualitative Methods in EPsy,15,15,14,0,0,0,1,0,0,0,0
945,EPSY,5261,Intro Statistical Methods,121,121,104,14,1,0,0,0,1,1,0
946,EPSY,5611,Res Prac with Acad & Behav Dis,52,52,49,2,1,0,0,0,0,0,0
947,EPSY,5613,Fndns of SpEd--I,81,82,73,5,1,1,0,0,0,1,1
948,EPSY,5614W,Assessment & Due Process Sp Ed,13,13,8,3,2,0,0,0,0,0,0
949,EPSY,5616,Mgmt & Behavior Analy Prob Sol,60,61,44,15,0,0,0,0,0,1,1
950,EPSY,5618,Special Int Students Wrt Lang,66,70,58,6,2,0,0,0,0,0,4
951,EPSY,5619W,Math Intv for Mild-Mod Disabil,36,36,31,3,2,0,0,0,0,0,0
952,EPSY,5624,Biomedical/Physical Aspects-DD,13,13,12,1,0,0,0,0,0,0,0
953,EPSY,5625,EducChldrnDisabIntr,42,42,29,12,1,0,0,0,0,0,0
954,EPSY,5629,Strat Inst Methods At-Risk Stu,20,20,18,1,1,0,0,0,0,0,0
955,EPSY,5631,AAC Module 1: Intro,22,22,18,4,0,0,0,0,0,0,0
956,EPSY,5632,AAC Module 2: Assessment & Int,23,24,17,4,0,0,0,0,0,2,1
